data,method1,method2,clustering,criteria,rank,value,methods
Statlog,DAE,Isomap,HC,MI,2,0.0,DAE:Isomap
Statlog,DAE,Isomap,HC,MI,5,0.0,DAE:Isomap
Statlog,DAE,Isomap,HC,MI,10,0.0,DAE:Isomap
Statlog,DAE,Isomap,HC,Fowlkes Mallows,2,0.518880564446868,DAE:Isomap
Statlog,DAE,Isomap,HC,Fowlkes Mallows,5,0.4847117114425874,DAE:Isomap
Statlog,DAE,Isomap,HC,Fowlkes Mallows,10,0.4800396273203058,DAE:Isomap
Statlog,DAE,Isomap,HC,V Measure,2,0.007242308225980381,DAE:Isomap
Statlog,DAE,Isomap,HC,V Measure,5,0.007170419677880209,DAE:Isomap
Statlog,DAE,Isomap,HC,V Measure,10,0.006146406042951468,DAE:Isomap
Statlog,DAE,MDS,K-Means,ARI,2,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,ARI,5,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,ARI,10,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,MI,2,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,MI,5,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,MI,10,0.0,DAE:MDS
Statlog,DAE,MDS,K-Means,Fowlkes Mallows,2,0.489396783776837,DAE:MDS
Statlog,DAE,MDS,K-Means,Fowlkes Mallows,5,0.4753320611907811,DAE:MDS
Statlog,DAE,MDS,K-Means,Fowlkes Mallows,10,0.4806665898219702,DAE:MDS
Statlog,DAE,MDS,K-Means,V Measure,2,0.0062111232524103424,DAE:MDS
Statlog,DAE,MDS,K-Means,V Measure,5,0.0063073991364264856,DAE:MDS
Statlog,DAE,MDS,K-Means,V Measure,10,0.007180366355533344,DAE:MDS
Statlog,DAE,MDS,HC,ARI,2,0.0,DAE:MDS
Statlog,DAE,MDS,HC,ARI,5,0.0,DAE:MDS
Statlog,DAE,MDS,HC,ARI,10,0.0,DAE:MDS
Statlog,DAE,MDS,HC,MI,2,1.705667942339146e-05,DAE:MDS
Statlog,DAE,MDS,HC,MI,5,0.0,DAE:MDS
Statlog,DAE,MDS,HC,MI,10,0.0,DAE:MDS
Statlog,DAE,MDS,HC,Fowlkes Mallows,2,0.492288254697183,DAE:MDS
Statlog,DAE,MDS,HC,Fowlkes Mallows,5,0.4791389359985063,DAE:MDS
Statlog,DAE,MDS,HC,Fowlkes Mallows,10,0.4806665898219702,DAE:MDS
Statlog,DAE,MDS,HC,V Measure,2,0.00730089880128763,DAE:MDS
Statlog,DAE,MDS,HC,V Measure,5,0.0071359034371992315,DAE:MDS
Statlog,DAE,MDS,HC,V Measure,10,0.007180366355533344,DAE:MDS
Statlog,DAE,NMDS,K-Means,ARI,2,7.519400214157629e-05,DAE:NMDS
Statlog,DAE,NMDS,K-Means,ARI,5,0.0,DAE:NMDS
Statlog,DAE,NMDS,K-Means,ARI,10,0.0,DAE:NMDS
Statlog,DAE,NMDS,K-Means,MI,2,0.00012159211341516789,DAE:NMDS
Statlog,DAE,NMDS,K-Means,MI,5,0.0,DAE:NMDS
Statlog,DAE,NMDS,K-Means,MI,10,0.0,DAE:NMDS
Statlog,DAE,NMDS,K-Means,Fowlkes Mallows,2,0.39046833145186016,DAE:NMDS
Statlog,DAE,NMDS,K-Means,Fowlkes Mallows,5,0.3905370500522221,DAE:NMDS
Statlog,DAE,NMDS,K-Means,Fowlkes Mallows,10,0.3921888355896804,DAE:NMDS
Statlog,DAE,NMDS,K-Means,V Measure,2,0.007429775254912957,DAE:NMDS
Statlog,DAE,NMDS,K-Means,V Measure,5,0.007284769583143577,DAE:NMDS
Statlog,DAE,NMDS,K-Means,V Measure,10,0.00720480764378344,DAE:NMDS
Statlog,DAE,NMDS,HC,ARI,2,2.506299609615278e-05,DAE:NMDS
Statlog,DAE,NMDS,HC,ARI,5,6.545446760133233e-05,DAE:NMDS
Statlog,DAE,NMDS,HC,ARI,10,5.233461068408199e-06,DAE:NMDS
Statlog,DAE,NMDS,HC,MI,2,2.0846400491774425e-05,DAE:NMDS
Statlog,DAE,NMDS,HC,MI,5,8.865313480207908e-05,DAE:NMDS
Statlog,DAE,NMDS,HC,MI,10,0.0,DAE:NMDS
Statlog,DAE,NMDS,HC,Fowlkes Mallows,2,0.3917929859435226,DAE:NMDS
Statlog,DAE,NMDS,HC,Fowlkes Mallows,5,0.3911434380143,DAE:NMDS
Statlog,DAE,NMDS,HC,Fowlkes Mallows,10,0.3930428176372868,DAE:NMDS
Statlog,DAE,NMDS,HC,V Measure,2,0.007329515630775265,DAE:NMDS
Statlog,DAE,NMDS,HC,V Measure,5,0.007397025720315895,DAE:NMDS
Statlog,DAE,NMDS,HC,V Measure,10,0.007306142374352251,DAE:NMDS
Statlog,DAE,PCA,K-Means,ARI,2,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,ARI,5,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,ARI,10,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,MI,2,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,MI,5,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,MI,10,0.0,DAE:PCA
Statlog,DAE,PCA,K-Means,Fowlkes Mallows,2,0.5026158455458904,DAE:PCA
Statlog,DAE,PCA,K-Means,Fowlkes Mallows,5,0.482822360307465,DAE:PCA
Statlog,DAE,PCA,K-Means,Fowlkes Mallows,10,0.4817710051436113,DAE:PCA
Statlog,DAE,PCA,K-Means,V Measure,2,0.007021156678207471,DAE:PCA
Statlog,DAE,PCA,K-Means,V Measure,5,0.006205781867067274,DAE:PCA
Statlog,DAE,PCA,K-Means,V Measure,10,0.006230099009785032,DAE:PCA
Statlog,DAE,PCA,HC,ARI,2,0.0,DAE:PCA
Statlog,DAE,PCA,HC,ARI,5,0.0,DAE:PCA
Statlog,DAE,PCA,HC,ARI,10,0.0,DAE:PCA
Statlog,DAE,PCA,HC,MI,2,0.0,DAE:PCA
Statlog,DAE,PCA,HC,MI,5,0.0,DAE:PCA
Statlog,DAE,PCA,HC,MI,10,0.0,DAE:PCA
Statlog,DAE,PCA,HC,Fowlkes Mallows,2,0.5026158455458904,DAE:PCA
Statlog,DAE,PCA,HC,Fowlkes Mallows,5,0.482822360307465,DAE:PCA
Statlog,DAE,PCA,HC,Fowlkes Mallows,10,0.4845885207678074,DAE:PCA
Statlog,DAE,PCA,HC,V Measure,2,0.007021156678207471,DAE:PCA
Statlog,DAE,PCA,HC,V Measure,5,0.006205781867067274,DAE:PCA
Statlog,DAE,PCA,HC,V Measure,10,0.007188785330868181,DAE:PCA
Statlog,DAE,Random Projection,K-Means,ARI,2,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,ARI,5,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,ARI,10,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,MI,2,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,MI,5,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,MI,10,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,Fowlkes Mallows,2,0.4571391419949514,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,Fowlkes Mallows,5,0.4625186567927936,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,Fowlkes Mallows,10,0.4675849246359198,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,V Measure,2,0.006809844575259978,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,V Measure,5,0.006731811526707211,DAE:Random Projection
Statlog,DAE,Random Projection,K-Means,V Measure,10,0.007151076831036356,DAE:Random Projection
Statlog,DAE,Random Projection,HC,ARI,2,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,ARI,5,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,ARI,10,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,MI,2,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,MI,5,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,MI,10,0.0,DAE:Random Projection
Statlog,DAE,Random Projection,HC,Fowlkes Mallows,2,0.4571391419949514,DAE:Random Projection
Statlog,DAE,Random Projection,HC,Fowlkes Mallows,5,0.4625186567927936,DAE:Random Projection
Statlog,DAE,Random Projection,HC,Fowlkes Mallows,10,0.4675849246359198,DAE:Random Projection
Statlog,DAE,Random Projection,HC,V Measure,2,0.006809844575259978,DAE:Random Projection
Statlog,DAE,Random Projection,HC,V Measure,5,0.006731811526707211,DAE:Random Projection
Statlog,DAE,Random Projection,HC,V Measure,10,0.007151076831036356,DAE:Random Projection
Statlog,DAE,Spectral (NN),K-Means,ARI,2,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,ARI,5,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,ARI,10,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,MI,2,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,MI,5,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,MI,10,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,Fowlkes Mallows,2,0.5308054822564008,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,Fowlkes Mallows,5,0.4033162538441908,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,Fowlkes Mallows,10,0.4494715184025289,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,V Measure,2,0.006965854340845634,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,V Measure,5,0.006743958847466107,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),K-Means,V Measure,10,0.007296253443459231,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,ARI,2,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,ARI,5,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,ARI,10,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,MI,2,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,MI,5,1.749748968655244e-06,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,MI,10,0.0,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,Fowlkes Mallows,2,0.5308054822564008,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,Fowlkes Mallows,5,0.4027035140603176,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,Fowlkes Mallows,10,0.4691382906549073,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,V Measure,2,0.006965854340845634,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,V Measure,5,0.007308851751757656,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),HC,V Measure,10,0.0046749411324159065,DAE:Spectral (NN)
Statlog,DAE,Spectral (RBF),K-Means,ARI,2,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,ARI,5,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,ARI,10,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,MI,2,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,MI,5,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,MI,10,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,Fowlkes Mallows,2,0.9756706919496516,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,Fowlkes Mallows,5,0.9900806680330072,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,Fowlkes Mallows,10,0.9900806680330072,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,V Measure,2,0.0007550499831540603,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,V Measure,5,0.0005798271544468388,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),K-Means,V Measure,10,0.0005798271544468388,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,ARI,2,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,ARI,5,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,ARI,10,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,MI,2,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,MI,5,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,MI,10,0.0,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,Fowlkes Mallows,2,0.9756706919496516,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,Fowlkes Mallows,5,0.9900806680330072,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,Fowlkes Mallows,10,0.9898825768091518,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,V Measure,2,0.0007550499831540603,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,V Measure,5,0.0005798271544468388,DAE:Spectral (RBF)
Statlog,DAE,Spectral (RBF),HC,V Measure,10,0.0005850974923606258,DAE:Spectral (RBF)
Statlog,DAE,t-SNE,K-Means,ARI,2,0.0,DAE:t-SNE
Statlog,DAE,t-SNE,K-Means,MI,2,2.3600334712539657e-06,DAE:t-SNE
Statlog,DAE,t-SNE,K-Means,Fowlkes Mallows,2,0.3949980824873283,DAE:t-SNE
Statlog,DAE,t-SNE,K-Means,V Measure,2,0.007310669027818509,DAE:t-SNE
Statlog,DAE,t-SNE,HC,ARI,2,0.0,DAE:t-SNE
Statlog,DAE,t-SNE,HC,MI,2,2.3600334712539657e-06,DAE:t-SNE
Statlog,DAE,t-SNE,HC,Fowlkes Mallows,2,0.3949980824873283,DAE:t-SNE
Statlog,DAE,t-SNE,HC,V Measure,2,0.007310669027818509,DAE:t-SNE
Statlog,DAE,UMAP,K-Means,ARI,2,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,ARI,5,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,ARI,10,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,MI,2,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,MI,5,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,MI,10,0.0,DAE:UMAP
Statlog,DAE,UMAP,K-Means,Fowlkes Mallows,2,0.4183572449241073,DAE:UMAP
Statlog,DAE,UMAP,K-Means,Fowlkes Mallows,5,0.4148008774868557,DAE:UMAP
Statlog,DAE,UMAP,K-Means,Fowlkes Mallows,10,0.4041432183102625,DAE:UMAP
Statlog,DAE,UMAP,K-Means,V Measure,2,0.006204924918055239,DAE:UMAP
Statlog,DAE,UMAP,K-Means,V Measure,5,0.006098026221224167,DAE:UMAP
Statlog,DAE,UMAP,K-Means,V Measure,10,0.007197183248405906,DAE:UMAP
Statlog,DAE,UMAP,HC,ARI,2,0.0,DAE:UMAP
Statlog,DAE,UMAP,HC,ARI,5,3.546876939191689e-05,DAE:UMAP
Statlog,DAE,UMAP,HC,ARI,10,0.0,DAE:UMAP
Statlog,DAE,UMAP,HC,MI,2,0.0,DAE:UMAP
Statlog,DAE,UMAP,HC,MI,5,3.5986380862315885e-05,DAE:UMAP
Statlog,DAE,UMAP,HC,MI,10,0.0,DAE:UMAP
Statlog,DAE,UMAP,HC,Fowlkes Mallows,2,0.4183572449241073,DAE:UMAP
Statlog,DAE,UMAP,HC,Fowlkes Mallows,5,0.41135583734511255,DAE:UMAP
Statlog,DAE,UMAP,HC,Fowlkes Mallows,10,0.4041432183102625,DAE:UMAP
Statlog,DAE,UMAP,HC,V Measure,2,0.006204924918055239,DAE:UMAP
Statlog,DAE,UMAP,HC,V Measure,5,0.007341758144299176,DAE:UMAP
Statlog,DAE,UMAP,HC,V Measure,10,0.007197183248405906,DAE:UMAP
Statlog,Isomap,Isomap,K-Means,ARI,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,ARI,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,ARI,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,MI,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,MI,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,MI,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,Fowlkes Mallows,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,Fowlkes Mallows,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,Fowlkes Mallows,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,V Measure,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,V Measure,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,K-Means,V Measure,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,ARI,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,ARI,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,ARI,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,MI,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,MI,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,MI,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,Fowlkes Mallows,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,Fowlkes Mallows,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,Fowlkes Mallows,10,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,V Measure,2,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,V Measure,5,1.0,Isomap:Isomap
Statlog,Isomap,Isomap,HC,V Measure,10,1.0,Isomap:Isomap
Statlog,Isomap,Random Projection,K-Means,ARI,2,0.23145859006226965,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,ARI,5,0.428239462369466,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,ARI,10,0.510592631971123,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,MI,2,0.3815792676754356,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,MI,5,0.5725331267066117,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,MI,10,0.6518939826409649,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,Fowlkes Mallows,2,0.4242765971300033,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,Fowlkes Mallows,5,0.5615342234198015,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,Fowlkes Mallows,10,0.6233335239961658,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,V Measure,2,0.3859822038220693,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,V Measure,5,0.5755326958681608,Isomap:Random Projection
Statlog,Isomap,Random Projection,K-Means,V Measure,10,0.6543269053470113,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,ARI,2,0.2342386050763077,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,ARI,5,0.4175910056273953,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,ARI,10,0.510592631971123,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,MI,2,0.3797561186823835,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,MI,5,0.567015242741322,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,MI,10,0.6518939826409649,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,Fowlkes Mallows,2,0.4683541346948358,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,Fowlkes Mallows,5,0.551937165954777,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,Fowlkes Mallows,10,0.6233335239961658,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,V Measure,2,0.3845228591127877,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,V Measure,5,0.5700048494286217,Isomap:Random Projection
Statlog,Isomap,Random Projection,HC,V Measure,10,0.6543269053470113,Isomap:Random Projection
Statlog,Isomap,Spectral (NN),K-Means,ARI,2,0.4005716515324301,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,ARI,5,0.4494289494550025,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,ARI,10,0.4226559264345181,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,MI,2,0.5482828722215273,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,MI,5,0.6027839468527646,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,MI,10,0.6812710818121416,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,Fowlkes Mallows,2,0.5707912210384892,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,Fowlkes Mallows,5,0.5656764591312304,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,Fowlkes Mallows,10,0.5544324046209156,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,V Measure,2,0.5517028567604267,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,V Measure,5,0.6054239450596011,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),K-Means,V Measure,10,0.683441341446044,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,ARI,2,0.3935358380288033,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,ARI,5,0.4700953450966238,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,ARI,10,0.4226559264345181,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,MI,2,0.5224831045930712,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,MI,5,0.6136526822281888,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,MI,10,0.6812710818121416,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,Fowlkes Mallows,2,0.6037134780562321,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,Fowlkes Mallows,5,0.5836555360450287,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,Fowlkes Mallows,10,0.5544324046209156,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,V Measure,2,0.5263048438038637,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,V Measure,5,0.6161599208381786,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),HC,V Measure,10,0.683441341446044,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (RBF),K-Means,ARI,2,0.010530244725580359,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,ARI,5,0.017844218623238726,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,ARI,10,0.0,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,MI,2,0.0248061473965826,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,MI,5,0.047735133707712346,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,MI,10,0.0012963957661007025,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,Fowlkes Mallows,2,0.5149278893739284,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,Fowlkes Mallows,5,0.4920417171609329,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,Fowlkes Mallows,10,0.4789492476434842,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,V Measure,2,0.03299644873655825,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,V Measure,5,0.05590186077361104,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),K-Means,V Measure,10,0.010194398307812559,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,ARI,2,0.010530244725580359,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,ARI,5,0.017844218623238726,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,ARI,10,0.0,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,MI,2,0.0248061473965826,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,MI,5,0.047735133707712346,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,MI,10,0.0012963957661007025,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,Fowlkes Mallows,2,0.5149278893739284,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,Fowlkes Mallows,5,0.4920417171609329,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,Fowlkes Mallows,10,0.4789492476434842,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,V Measure,2,0.03299644873655825,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,V Measure,5,0.05590186077361104,Isomap:Spectral (RBF)
Statlog,Isomap,Spectral (RBF),HC,V Measure,10,0.010194398307812559,Isomap:Spectral (RBF)
Statlog,Isomap,MDS,K-Means,ARI,2,0.4238652652950417,Isomap:MDS
Statlog,Isomap,MDS,K-Means,ARI,5,0.6017331335479024,Isomap:MDS
Statlog,Isomap,MDS,K-Means,ARI,10,0.6850369546517052,Isomap:MDS
Statlog,Isomap,MDS,K-Means,MI,2,0.5521090981665762,Isomap:MDS
Statlog,Isomap,MDS,K-Means,MI,5,0.7605602935692576,Isomap:MDS
Statlog,Isomap,MDS,K-Means,MI,10,0.7863840379513479,Isomap:MDS
Statlog,Isomap,MDS,K-Means,Fowlkes Mallows,2,0.5770355263206283,Isomap:MDS
Statlog,Isomap,MDS,K-Means,Fowlkes Mallows,5,0.695181333621079,Isomap:MDS
Statlog,Isomap,MDS,K-Means,Fowlkes Mallows,10,0.7594748470930565,Isomap:MDS
Statlog,Isomap,MDS,K-Means,V Measure,2,0.5553678922604922,Isomap:MDS
Statlog,Isomap,MDS,K-Means,V Measure,5,0.7622008359003339,Isomap:MDS
Statlog,Isomap,MDS,K-Means,V Measure,10,0.7878935721012904,Isomap:MDS
Statlog,Isomap,MDS,HC,ARI,2,0.4238652652950417,Isomap:MDS
Statlog,Isomap,MDS,HC,ARI,5,0.6049788472437555,Isomap:MDS
Statlog,Isomap,MDS,HC,ARI,10,0.8116723237096949,Isomap:MDS
Statlog,Isomap,MDS,HC,MI,2,0.5521090981665762,Isomap:MDS
Statlog,Isomap,MDS,HC,MI,5,0.7411438766576084,Isomap:MDS
Statlog,Isomap,MDS,HC,MI,10,0.8508393474080788,Isomap:MDS
Statlog,Isomap,MDS,HC,Fowlkes Mallows,2,0.5770355263206283,Isomap:MDS
Statlog,Isomap,MDS,HC,Fowlkes Mallows,5,0.6980894541657412,Isomap:MDS
Statlog,Isomap,MDS,HC,Fowlkes Mallows,10,0.8567019506816402,Isomap:MDS
Statlog,Isomap,MDS,HC,V Measure,2,0.5553678922604922,Isomap:MDS
Statlog,Isomap,MDS,HC,V Measure,5,0.7429558559222863,Isomap:MDS
Statlog,Isomap,MDS,HC,V Measure,10,0.8518836863246775,Isomap:MDS
Statlog,MDS,MDS,K-Means,ARI,2,1.0,MDS:MDS
Statlog,MDS,MDS,K-Means,ARI,5,1.0,MDS:MDS
Statlog,MDS,MDS,K-Means,ARI,10,1.0,MDS:MDS
Statlog,MDS,MDS,K-Means,MI,2,1.0,MDS:MDS
