data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
PANCAN,PCA,K-Means,4.0,Normal,Fowlkes Mallows,5.0,0.6865582675312251,0.8287211955930107
PANCAN,PCA,K-Means,4.0,Normal,Fowlkes Mallows,10.0,0.7952745250848957,0.9195322550050512
PANCAN,PCA,K-Means,4.0,Normal,MI,2.0,0.4034562568351711,0.787851435081937
PANCAN,PCA,K-Means,4.0,Normal,MI,5.0,0.6509300790278634,0.7915760119194136
PANCAN,PCA,K-Means,4.0,Normal,MI,10.0,0.8197406573924387,0.9029459275885166
PANCAN,PCA,K-Means,4.0,Normal,V Measure,2.0,0.40770594660978815,0.7893749355282933
PANCAN,PCA,K-Means,4.0,Normal,V Measure,5.0,0.6533642415936803,0.7930086127060689
PANCAN,PCA,K-Means,4.0,Normal,V Measure,10.0,0.8209990214038854,0.9036146110897706
PANCAN,PCA,HC,5.0,Laplace,ARI,2.0,0.31611091368305666,0.4605988576143061
PANCAN,PCA,HC,5.0,Laplace,ARI,5.0,0.5707970989594351,0.5432489505054783
PANCAN,PCA,HC,5.0,Laplace,ARI,10.0,0.6088885624793637,0.5780012576580685
PANCAN,PCA,HC,5.0,Laplace,Fowlkes Mallows,2.0,0.4882937168564769,0.5994456594644766
PANCAN,PCA,HC,5.0,Laplace,Fowlkes Mallows,5.0,0.6771876150143491,0.656948890615366
PANCAN,PCA,HC,5.0,Laplace,Fowlkes Mallows,10.0,0.7032560310022824,0.6771850477512649
PANCAN,PCA,HC,5.0,Laplace,MI,2.0,0.3790175595796232,0.5423907510212279
PANCAN,PCA,HC,5.0,Laplace,MI,5.0,0.6524653350961707,0.6188478512569703
PANCAN,PCA,HC,5.0,Laplace,MI,10.0,0.6970846665457074,0.6450621664238377
PANCAN,PCA,HC,5.0,Laplace,V Measure,2.0,0.3835144260973363,0.5457842819623135
PANCAN,PCA,HC,5.0,Laplace,V Measure,5.0,0.6549357833555107,0.6215682296947168
PANCAN,PCA,HC,5.0,Laplace,V Measure,10.0,0.6992145318424563,0.6475419257364602
PANCAN,PCA,K-Means,5.0,Laplace,ARI,2.0,0.3357928410269882,0.6130387182863327
PANCAN,PCA,K-Means,5.0,Laplace,ARI,5.0,0.5795702906436078,0.6739035774671757
PANCAN,PCA,K-Means,5.0,Laplace,ARI,10.0,0.7001849571255415,0.7823071963863265
PANCAN,PCA,K-Means,5.0,Laplace,Fowlkes Mallows,2.0,0.4954368309970443,0.7037436665652645
PANCAN,PCA,K-Means,5.0,Laplace,Fowlkes Mallows,5.0,0.6786733248388812,0.7462905795922115
PANCAN,PCA,K-Means,5.0,Laplace,Fowlkes Mallows,10.0,0.7713363048372299,0.8310291295488641
PANCAN,PCA,K-Means,5.0,Laplace,MI,2.0,0.3815202279217331,0.6152332545486017
PANCAN,PCA,K-Means,5.0,Laplace,MI,5.0,0.6333189303618808,0.6806014814131081
PANCAN,PCA,K-Means,5.0,Laplace,MI,10.0,0.7798266249999176,0.7922103939816066
PANCAN,PCA,K-Means,5.0,Laplace,V Measure,2.0,0.3858907274593097,0.6179501048614291
PANCAN,PCA,K-Means,5.0,Laplace,V Measure,5.0,0.6358665705132579,0.6827817212441484
PANCAN,PCA,K-Means,5.0,Laplace,V Measure,10.0,0.7813618739242569,0.793640033848109
PANCAN,PCA,HC,5.0,Normal,ARI,2.0,0.33629018558138235,0.5209374796895044
PANCAN,PCA,HC,5.0,Normal,ARI,5.0,0.5991446248425569,0.6166015529607387
PANCAN,PCA,HC,5.0,Normal,ARI,10.0,0.7066980373483076,0.7720759540935895
PANCAN,PCA,HC,5.0,Normal,Fowlkes Mallows,2.0,0.5027602635063289,0.6435377883371268
PANCAN,PCA,HC,5.0,Normal,Fowlkes Mallows,5.0,0.7039707673226826,0.7215448650510747
PANCAN,PCA,HC,5.0,Normal,Fowlkes Mallows,10.0,0.7763732108380887,0.8233459991712372
PANCAN,PCA,HC,5.0,Normal,MI,2.0,0.4013754850862044,0.6089964218821837
PANCAN,PCA,HC,5.0,Normal,MI,5.0,0.6931621660837525,0.7045960545471659
PANCAN,PCA,HC,5.0,Normal,MI,10.0,0.7804644347690417,0.7970357596834983
PANCAN,PCA,HC,5.0,Normal,V Measure,2.0,0.4056975752076738,0.6118759565164643
PANCAN,PCA,HC,5.0,Normal,V Measure,5.0,0.6953836260628289,0.7067873775760285
PANCAN,PCA,HC,5.0,Normal,V Measure,10.0,0.7819957135084254,0.7984329016417799
PANCAN,PCA,K-Means,5.0,Normal,ARI,2.0,0.3515248490363169,0.7384102251548709
PANCAN,PCA,K-Means,5.0,Normal,ARI,5.0,0.5881870830464261,0.7549013167832264
PANCAN,PCA,K-Means,5.0,Normal,ARI,10.0,0.7368101618270458,0.8798024143640595
PANCAN,PCA,K-Means,5.0,Normal,Fowlkes Mallows,2.0,0.5090679417879019,0.8007406643481264
PANCAN,PCA,K-Means,5.0,Normal,Fowlkes Mallows,5.0,0.6857301986271611,0.810081798067538
PANCAN,PCA,K-Means,5.0,Normal,Fowlkes Mallows,10.0,0.7994858284531449,0.906787160732296
PANCAN,PCA,K-Means,5.0,Normal,MI,2.0,0.3973983773215813,0.7248477960771615
PANCAN,PCA,K-Means,5.0,Normal,MI,5.0,0.6471642204840461,0.7645185012577747
PANCAN,PCA,K-Means,5.0,Normal,MI,10.0,0.8209529759301215,0.8842095511572502
PANCAN,PCA,K-Means,5.0,Normal,V Measure,2.0,0.4016784687411648,0.7268050105115994
PANCAN,PCA,K-Means,5.0,Normal,V Measure,5.0,0.6496218571039474,0.7661338362690531
PANCAN,PCA,K-Means,5.0,Normal,V Measure,10.0,0.8222029739821511,0.8850072274164404
PANCAN,Random Projection,HC,0.0,Laplace,ARI,2.0,0.08818735028885663,0.0259278657379268
PANCAN,Random Projection,HC,0.0,Laplace,ARI,5.0,0.1533186156373899,0.05501785909798167
PANCAN,Random Projection,HC,0.0,Laplace,ARI,10.0,0.2906323408920531,0.15208506403378289
PANCAN,Random Projection,HC,0.0,Laplace,Fowlkes Mallows,2.0,0.3062650717401708,0.2519639670826172
PANCAN,Random Projection,HC,0.0,Laplace,Fowlkes Mallows,5.0,0.35766987380628656,0.27771996198992743
PANCAN,Random Projection,HC,0.0,Laplace,Fowlkes Mallows,10.0,0.4610613284586539,0.3504451794211443
PANCAN,Random Projection,HC,0.0,Laplace,MI,2.0,0.1344931260290521,0.0351949899572561
PANCAN,Random Projection,HC,0.0,Laplace,MI,5.0,0.21701375844341547,0.07622696585271266
PANCAN,Random Projection,HC,0.0,Laplace,MI,10.0,0.3668241721594678,0.20053807715288646
PANCAN,Random Projection,HC,0.0,Laplace,V Measure,2.0,0.1405752314676108,0.04193081699197694
PANCAN,Random Projection,HC,0.0,Laplace,V Measure,5.0,0.22253768989469808,0.0827225601308249
PANCAN,Random Projection,HC,0.0,Laplace,V Measure,10.0,0.3712776529436884,0.2061309397961431
PANCAN,Random Projection,K-Means,0.0,Laplace,ARI,2.0,0.09671224930643722,0.028873318871598237
PANCAN,Random Projection,K-Means,0.0,Laplace,ARI,5.0,0.19410852142957288,0.08957282580424819
PANCAN,Random Projection,K-Means,0.0,Laplace,ARI,10.0,0.32903627102691496,0.1909008508253024
PANCAN,Random Projection,K-Means,0.0,Laplace,Fowlkes Mallows,2.0,0.3041396933690109,0.2370575825525197
PANCAN,Random Projection,K-Means,0.0,Laplace,Fowlkes Mallows,5.0,0.3775637382185948,0.27965697821690794
PANCAN,Random Projection,K-Means,0.0,Laplace,Fowlkes Mallows,10.0,0.484058952088739,0.3610295657728403
PANCAN,Random Projection,K-Means,0.0,Laplace,MI,2.0,0.14309811195458666,0.038534996305701286
PANCAN,Random Projection,K-Means,0.0,Laplace,MI,5.0,0.25306851966380856,0.10747292472143156
PANCAN,Random Projection,K-Means,0.0,Laplace,MI,10.0,0.394310585822052,0.21589024923177244
PANCAN,Random Projection,K-Means,0.0,Laplace,V Measure,2.0,0.1490194460030649,0.04503627406929252
PANCAN,Random Projection,K-Means,0.0,Laplace,V Measure,5.0,0.2582074189751091,0.11344990651993996
PANCAN,Random Projection,K-Means,0.0,Laplace,V Measure,10.0,0.3984976757112549,0.22115626678564929
PANCAN,Random Projection,HC,0.0,Normal,ARI,2.0,0.09909025154554857,0.027713892367759826
PANCAN,Random Projection,HC,0.0,Normal,ARI,5.0,0.1904390903826837,0.07211159058769043
PANCAN,Random Projection,HC,0.0,Normal,ARI,10.0,0.33409735244463873,0.18441539711745605
PANCAN,Random Projection,HC,0.0,Normal,Fowlkes Mallows,2.0,0.3150243546902019,0.2539258751659699
PANCAN,Random Projection,HC,0.0,Normal,Fowlkes Mallows,5.0,0.3830712771407624,0.2845926178749369
PANCAN,Random Projection,HC,0.0,Normal,Fowlkes Mallows,10.0,0.494363177200888,0.3756517522694048
PANCAN,Random Projection,HC,0.0,Normal,MI,2.0,0.15280304666438693,0.04060456276872446
PANCAN,Random Projection,HC,0.0,Normal,MI,5.0,0.24260163040794755,0.09334780615833146
PANCAN,Random Projection,HC,0.0,Normal,MI,10.0,0.3955690892963548,0.2324490560625137
PANCAN,Random Projection,HC,0.0,Normal,V Measure,2.0,0.15877091981346358,0.04732985944465822
PANCAN,Random Projection,HC,0.0,Normal,V Measure,5.0,0.2479067408332287,0.09963188356416064
PANCAN,Random Projection,HC,0.0,Normal,V Measure,10.0,0.39983330430299097,0.23784677121841885
PANCAN,Random Projection,K-Means,0.0,Normal,ARI,2.0,0.10859246442514682,0.030348616867964414
PANCAN,Random Projection,K-Means,0.0,Normal,ARI,5.0,0.2264567199354453,0.08637231550545342
PANCAN,Random Projection,K-Means,0.0,Normal,ARI,10.0,0.35338335716694586,0.2302030163579873
PANCAN,Random Projection,K-Means,0.0,Normal,Fowlkes Mallows,2.0,0.31458045870237283,0.2406626122071362
PANCAN,Random Projection,K-Means,0.0,Normal,Fowlkes Mallows,5.0,0.4026858629178075,0.2781718017653508
PANCAN,Random Projection,K-Means,0.0,Normal,Fowlkes Mallows,10.0,0.5019759959050851,0.3933107882982672
PANCAN,Random Projection,K-Means,0.0,Normal,MI,2.0,0.16197608976746214,0.040655543762893334
PANCAN,Random Projection,K-Means,0.0,Normal,MI,5.0,0.2784899849702177,0.10152306018058503
PANCAN,Random Projection,K-Means,0.0,Normal,MI,10.0,0.4127213085066302,0.2563259952104303
PANCAN,Random Projection,K-Means,0.0,Normal,V Measure,2.0,0.16778085431349735,0.047173386657747216
PANCAN,Random Projection,K-Means,0.0,Normal,V Measure,5.0,0.2834528670632252,0.10755056982819874
PANCAN,Random Projection,K-Means,0.0,Normal,V Measure,10.0,0.4167708380946501,0.2613308482801833
PANCAN,Random Projection,HC,1.0,Laplace,ARI,2.0,0.024825847527383718,0.002323599679066556
PANCAN,Random Projection,HC,1.0,Laplace,ARI,5.0,0.03881008161056817,0.0048281807129632644
PANCAN,Random Projection,HC,1.0,Laplace,ARI,10.0,0.05286214310867483,0.009839094975078335
PANCAN,Random Projection,HC,1.0,Laplace,Fowlkes Mallows,2.0,0.25515590456631737,0.22833054828209545
PANCAN,Random Projection,HC,1.0,Laplace,Fowlkes Mallows,5.0,0.26237143406167324,0.2255469174221497
PANCAN,Random Projection,HC,1.0,Laplace,Fowlkes Mallows,10.0,0.2755536236525245,0.2343753356989104
PANCAN,Random Projection,HC,1.0,Laplace,MI,2.0,0.040596610538168494,0.003158593010628839
PANCAN,Random Projection,HC,1.0,Laplace,MI,5.0,0.057483018034344,0.006460875472073272
PANCAN,Random Projection,HC,1.0,Laplace,MI,10.0,0.07503123227548883,0.01307579513920326
PANCAN,Random Projection,HC,1.0,Laplace,V Measure,2.0,0.04730549330968545,0.010052019429680405
PANCAN,Random Projection,HC,1.0,Laplace,V Measure,5.0,0.06403079201883989,0.013266450683672016
PANCAN,Random Projection,HC,1.0,Laplace,V Measure,10.0,0.08148579988741522,0.019899575905138432
PANCAN,Random Projection,K-Means,1.0,Laplace,ARI,2.0,0.026804876608928416,0.001878023792344081
PANCAN,Random Projection,K-Means,1.0,Laplace,ARI,5.0,0.04940237831505765,0.006939937430075217
PANCAN,Random Projection,K-Means,1.0,Laplace,ARI,10.0,0.08472222928429614,0.019337812816927463
PANCAN,Random Projection,K-Means,1.0,Laplace,Fowlkes Mallows,2.0,0.2490725558074524,0.2119241734218262
PANCAN,Random Projection,K-Means,1.0,Laplace,Fowlkes Mallows,5.0,0.2611979686738739,0.2068131166066736
PANCAN,Random Projection,K-Means,1.0,Laplace,Fowlkes Mallows,10.0,0.2889309637772081,0.21658359941605893
PANCAN,Random Projection,K-Means,1.0,Laplace,MI,2.0,0.04426935626202939,0.002769790966333257
PANCAN,Random Projection,K-Means,1.0,Laplace,MI,5.0,0.07127032500083122,0.008402251397313728
PANCAN,Random Projection,K-Means,1.0,Laplace,MI,10.0,0.1135762580206066,0.02287526928153725
PANCAN,Random Projection,K-Means,1.0,Laplace,V Measure,2.0,0.050859430385362135,0.009464605101001349
PANCAN,Random Projection,K-Means,1.0,Laplace,V Measure,5.0,0.07761548111484001,0.014956639763901856
PANCAN,Random Projection,K-Means,1.0,Laplace,V Measure,10.0,0.11963348877391893,0.029332544186051367
PANCAN,Random Projection,HC,1.0,Normal,ARI,2.0,0.032720860299358695,0.0040994661003266215
PANCAN,Random Projection,HC,1.0,Normal,ARI,5.0,0.0626222361168698,0.009280529683978687
PANCAN,Random Projection,HC,1.0,Normal,ARI,10.0,0.09258263207580912,0.02306300102486716
PANCAN,Random Projection,HC,1.0,Normal,Fowlkes Mallows,2.0,0.2631026113857156,0.2336231195250588
PANCAN,Random Projection,HC,1.0,Normal,Fowlkes Mallows,5.0,0.2818860591908328,0.2287322118375875
PANCAN,Random Projection,HC,1.0,Normal,Fowlkes Mallows,10.0,0.30725717502085803,0.2478771895069921
PANCAN,Random Projection,HC,1.0,Normal,MI,2.0,0.05392503364827101,0.0062680270411694
PANCAN,Random Projection,HC,1.0,Normal,MI,5.0,0.08638940946614239,0.01221507218445842
PANCAN,Random Projection,HC,1.0,Normal,MI,10.0,0.12769875665406447,0.032175358854486615
PANCAN,Random Projection,HC,1.0,Normal,V Measure,2.0,0.06056216861723932,0.013183682079609646
PANCAN,Random Projection,HC,1.0,Normal,V Measure,5.0,0.09275089919640003,0.018976791156969482
PANCAN,Random Projection,HC,1.0,Normal,V Measure,10.0,0.1338009547892857,0.038918242223248384
PANCAN,Random Projection,K-Means,1.0,Normal,ARI,2.0,0.035608160759454416,0.005163446945666648
PANCAN,Random Projection,K-Means,1.0,Normal,ARI,5.0,0.0841791868895071,0.022086273563142918
PANCAN,Random Projection,K-Means,1.0,Normal,ARI,10.0,0.14749564450906122,0.0587191964675901
PANCAN,Random Projection,K-Means,1.0,Normal,Fowlkes Mallows,2.0,0.2553462030116864,0.21440826861756515
PANCAN,Random Projection,K-Means,1.0,Normal,Fowlkes Mallows,5.0,0.2889070935459557,0.21995322044343185
PANCAN,Random Projection,K-Means,1.0,Normal,Fowlkes Mallows,10.0,0.3386599602364803,0.2497672203724895
PANCAN,Random Projection,K-Means,1.0,Normal,MI,2.0,0.058055776041602926,0.008044813961123548
PANCAN,Random Projection,K-Means,1.0,Normal,MI,5.0,0.11265396911158072,0.026789666690077568
PANCAN,Random Projection,K-Means,1.0,Normal,MI,10.0,0.1846058936458828,0.06708642026696003
PANCAN,Random Projection,K-Means,1.0,Normal,V Measure,2.0,0.06454437095142979,0.014701814566429853
PANCAN,Random Projection,K-Means,1.0,Normal,V Measure,5.0,0.11872195546653652,0.033234618726912614
PANCAN,Random Projection,K-Means,1.0,Normal,V Measure,10.0,0.190184544430392,0.0732709258371384
PANCAN,Random Projection,HC,2.0,Laplace,ARI,2.0,0.007814516021852427,0.0003445946605745689
PANCAN,Random Projection,HC,2.0,Laplace,ARI,5.0,0.009165257347383356,0.00037770008474501983
PANCAN,Random Projection,HC,2.0,Laplace,ARI,10.0,0.010629053537936441,0.0005876106415137238
PANCAN,Random Projection,HC,2.0,Laplace,Fowlkes Mallows,2.0,0.2423908171656066,0.2271712686251202
PANCAN,Random Projection,HC,2.0,Laplace,Fowlkes Mallows,5.0,0.2394446031618083,0.21945270080219384
PANCAN,Random Projection,HC,2.0,Laplace,Fowlkes Mallows,10.0,0.24023317693411325,0.21953471448815828
PANCAN,Random Projection,HC,2.0,Laplace,MI,2.0,0.011543958925373608,0.0003894605839034709
PANCAN,Random Projection,HC,2.0,Laplace,MI,5.0,0.014095195433540425,0.00045512269144053723
PANCAN,Random Projection,HC,2.0,Laplace,MI,10.0,0.01673697877812794,0.0006834779209382611
PANCAN,Random Projection,HC,2.0,Laplace,V Measure,2.0,0.018457226339211225,0.007301622918419205
PANCAN,Random Projection,HC,2.0,Laplace,V Measure,5.0,0.0209414883510914,0.007270504034741498
PANCAN,Random Projection,HC,2.0,Laplace,V Measure,10.0,0.02356008292840871,0.007494361298449467
PANCAN,Random Projection,K-Means,2.0,Laplace,ARI,2.0,0.008231876157606358,0.0001843852495027786
PANCAN,Random Projection,K-Means,2.0,Laplace,ARI,5.0,0.012209082787935787,0.0005043144894584893
PANCAN,Random Projection,K-Means,2.0,Laplace,ARI,10.0,0.018715893646915102,0.0012364655606553982
PANCAN,Random Projection,K-Means,2.0,Laplace,Fowlkes Mallows,2.0,0.2331945079174564,0.2097597173820188
PANCAN,Random Projection,K-Means,2.0,Laplace,Fowlkes Mallows,5.0,0.23189727614697464,0.20107043382072887
PANCAN,Random Projection,K-Means,2.0,Laplace,Fowlkes Mallows,10.0,0.2368719224758299,0.20117167952322207
PANCAN,Random Projection,K-Means,2.0,Laplace,MI,2.0,0.012727862619176031,0.00030833176870230067
PANCAN,Random Projection,K-Means,2.0,Laplace,MI,5.0,0.018393814577282043,0.0006141525537712968
PANCAN,Random Projection,K-Means,2.0,Laplace,MI,10.0,0.027479496740212456,0.0015402024366984314
PANCAN,Random Projection,K-Means,2.0,Laplace,V Measure,2.0,0.019517604618496654,0.00700886766593972
PANCAN,Random Projection,K-Means,2.0,Laplace,V Measure,5.0,0.025098211212850004,0.007213260305480627
PANCAN,Random Projection,K-Means,2.0,Laplace,V Measure,10.0,0.034120558371408816,0.008127991057195432
PANCAN,Random Projection,HC,2.0,Normal,ARI,2.0,0.01221903282810364,0.0005878521985368126
PANCAN,Random Projection,HC,2.0,Normal,ARI,5.0,0.017055875397994073,0.001157749376059732
PANCAN,Random Projection,HC,2.0,Normal,ARI,10.0,0.024190681590703655,0.0019144007578770935
PANCAN,Random Projection,HC,2.0,Normal,Fowlkes Mallows,2.0,0.2475221459668621,0.23078928927160725
PANCAN,Random Projection,HC,2.0,Normal,Fowlkes Mallows,5.0,0.24564195846331915,0.22136255707547325
PANCAN,Random Projection,HC,2.0,Normal,Fowlkes Mallows,10.0,0.2510209589340701,0.2194373265747532
PANCAN,Random Projection,HC,2.0,Normal,MI,2.0,0.021975230017785504,0.0008897648169047025
PANCAN,Random Projection,HC,2.0,Normal,MI,5.0,0.026250109895601958,0.0016247945791488597
PANCAN,Random Projection,HC,2.0,Normal,MI,10.0,0.03695145198410963,0.002511603825148864
PANCAN,Random Projection,HC,2.0,Normal,V Measure,2.0,0.028838279661524063,0.007843490274140077
PANCAN,Random Projection,HC,2.0,Normal,V Measure,5.0,0.033011968824408815,0.008444712346283939
PANCAN,Random Projection,HC,2.0,Normal,V Measure,10.0,0.043637586023970505,0.009293857599944976
PANCAN,Random Projection,K-Means,2.0,Normal,ARI,2.0,0.014013676221706295,0.000665642479359338
PANCAN,Random Projection,K-Means,2.0,Normal,ARI,5.0,0.025335753878500608,0.00211822444886964
PANCAN,Random Projection,K-Means,2.0,Normal,ARI,10.0,0.04181847826825474,0.006308508656035504
PANCAN,Random Projection,K-Means,2.0,Normal,Fowlkes Mallows,2.0,0.23815112234426905,0.2091512085015572
PANCAN,Random Projection,K-Means,2.0,Normal,Fowlkes Mallows,5.0,0.2424004243302216,0.20245501380334488
PANCAN,Random Projection,K-Means,2.0,Normal,Fowlkes Mallows,10.0,0.2551010119543469,0.20566241722166248
PANCAN,Random Projection,K-Means,2.0,Normal,MI,2.0,0.02190918763017691,0.0010543501894266236
PANCAN,Random Projection,K-Means,2.0,Normal,MI,5.0,0.03548610753130836,0.002613963180082128
PANCAN,Random Projection,K-Means,2.0,Normal,MI,10.0,0.05873899896177669,0.00774103515772601
PANCAN,Random Projection,K-Means,2.0,Normal,V Measure,2.0,0.028641407810966836,0.007738083518520295
PANCAN,Random Projection,K-Means,2.0,Normal,V Measure,5.0,0.04207616167661826,0.009200806655372613
PANCAN,Random Projection,K-Means,2.0,Normal,V Measure,10.0,0.06516803703616965,0.014292715590023312
PANCAN,Random Projection,HC,3.0,Laplace,ARI,2.0,0.0033325650491761146,-2.31585732870044e-05
PANCAN,Random Projection,HC,3.0,Laplace,ARI,5.0,0.004540107295239997,4.2825145013487e-05
PANCAN,Random Projection,HC,3.0,Laplace,ARI,10.0,0.004312919584970943,8.895791868993933e-05
PANCAN,Random Projection,HC,3.0,Laplace,Fowlkes Mallows,2.0,0.24015286845648404,0.2291761678554081
PANCAN,Random Projection,HC,3.0,Laplace,Fowlkes Mallows,5.0,0.2353892973984886,0.2199447357289465
PANCAN,Random Projection,HC,3.0,Laplace,Fowlkes Mallows,10.0,0.2369662548215861,0.2217995637611327
PANCAN,Random Projection,HC,3.0,Laplace,MI,2.0,0.005784899749307761,4.852054356807006e-05
PANCAN,Random Projection,HC,3.0,Laplace,MI,5.0,0.007335236573182486,7.81035661221608e-05
PANCAN,Random Projection,HC,3.0,Laplace,MI,10.0,0.007210345515267421,5.752091680975553e-05
PANCAN,Random Projection,HC,3.0,Laplace,V Measure,2.0,0.012755900500293172,0.006997346884584965
PANCAN,Random Projection,HC,3.0,Laplace,V Measure,5.0,0.01422366143481196,0.006904427999022731
PANCAN,Random Projection,HC,3.0,Laplace,V Measure,10.0,0.01411733654496276,0.006903330031879968
PANCAN,Random Projection,K-Means,3.0,Laplace,ARI,2.0,0.003834391226151134,8.642123365441306e-05
PANCAN,Random Projection,K-Means,3.0,Laplace,ARI,5.0,0.006181267207327087,0.000203081505317691
PANCAN,Random Projection,K-Means,3.0,Laplace,ARI,10.0,0.007389581877099011,0.00022445275100793882
PANCAN,Random Projection,K-Means,3.0,Laplace,Fowlkes Mallows,2.0,0.2298936054036271,0.2089721615304884
PANCAN,Random Projection,K-Means,3.0,Laplace,Fowlkes Mallows,5.0,0.2271803315788378,0.2008083563871336
PANCAN,Random Projection,K-Means,3.0,Laplace,Fowlkes Mallows,10.0,0.2280421341951121,0.2009358419699447
PANCAN,Random Projection,K-Means,3.0,Laplace,MI,2.0,0.00655626596923511,6.421708929700252e-05
PANCAN,Random Projection,K-Means,3.0,Laplace,MI,5.0,0.00906491411047182,0.00024422289991496725
PANCAN,Random Projection,K-Means,3.0,Laplace,MI,10.0,0.010644614080939798,0.0002863113788956247
PANCAN,Random Projection,K-Means,3.0,Laplace,V Measure,2.0,0.013390634731262651,0.006757937079915956
PANCAN,Random Projection,K-Means,3.0,Laplace,V Measure,5.0,0.015833054851477058,0.006845710897579814
PANCAN,Random Projection,K-Means,3.0,Laplace,V Measure,10.0,0.017401086957705408,0.006888503619299355
PANCAN,Random Projection,HC,3.0,Normal,ARI,2.0,0.006344884554574143,0.0002381065295110475
PANCAN,Random Projection,HC,3.0,Normal,ARI,5.0,0.008601059737535076,0.0002893527888081812
PANCAN,Random Projection,HC,3.0,Normal,ARI,10.0,0.009882802141705154,0.0005388066243725805
PANCAN,Random Projection,HC,3.0,Normal,Fowlkes Mallows,2.0,0.2415203624100037,0.22760492594464385
PANCAN,Random Projection,HC,3.0,Normal,Fowlkes Mallows,5.0,0.24055276357485444,0.2234598733103428
PANCAN,Random Projection,HC,3.0,Normal,Fowlkes Mallows,10.0,0.2416694133637236,0.22492192030971267
PANCAN,Random Projection,HC,3.0,Normal,MI,2.0,0.01175249294804408,0.00038341101381718015
PANCAN,Random Projection,HC,3.0,Normal,MI,5.0,0.0134880597082704,0.0002168231153157843
PANCAN,Random Projection,HC,3.0,Normal,MI,10.0,0.014951069407989119,0.0005262457636970019
PANCAN,Random Projection,HC,3.0,Normal,V Measure,2.0,0.01866593617462564,0.007299048190824794
PANCAN,Random Projection,HC,3.0,Normal,V Measure,5.0,0.020356407025707887,0.007078711353724607
PANCAN,Random Projection,HC,3.0,Normal,V Measure,10.0,0.021812041104189044,0.0074032435556962515
PANCAN,Random Projection,K-Means,3.0,Normal,ARI,2.0,0.006001507187378706,0.0002736506187299885
PANCAN,Random Projection,K-Means,3.0,Normal,ARI,5.0,0.01173145212594016,0.0003525902832950955
PANCAN,Random Projection,K-Means,3.0,Normal,ARI,10.0,0.01630502175876407,0.0011071928298508461
PANCAN,Random Projection,K-Means,3.0,Normal,Fowlkes Mallows,2.0,0.2314132371838029,0.20836383780641507
PANCAN,Random Projection,K-Means,3.0,Normal,Fowlkes Mallows,5.0,0.2314324836415705,0.20080670743898085
PANCAN,Random Projection,K-Means,3.0,Normal,Fowlkes Mallows,10.0,0.2348315178329336,0.2013704046433106
PANCAN,Random Projection,K-Means,3.0,Normal,MI,2.0,0.0116712114150489,0.0004034894442271955
PANCAN,Random Projection,K-Means,3.0,Normal,MI,5.0,0.01714744964704451,0.00043210009220088006
PANCAN,Random Projection,K-Means,3.0,Normal,MI,10.0,0.02440966624025169,0.0013814162140595662
PANCAN,Random Projection,K-Means,3.0,Normal,V Measure,2.0,0.01846851449267154,0.0070858284894280985
PANCAN,Random Projection,K-Means,3.0,Normal,V Measure,5.0,0.023859349992096268,0.00703088650122014
PANCAN,Random Projection,K-Means,3.0,Normal,V Measure,10.0,0.03107005894104064,0.007973577798399047
PANCAN,Random Projection,HC,4.0,Laplace,ARI,2.0,0.0018722041868415827,4.570179365608726e-05
PANCAN,Random Projection,HC,4.0,Laplace,ARI,5.0,0.0018262410006223773,-6.635616593903405e-05
PANCAN,Random Projection,HC,4.0,Laplace,ARI,10.0,0.0020425179235973104,1.2052988454474247e-05
PANCAN,Random Projection,HC,4.0,Laplace,Fowlkes Mallows,2.0,0.2390295120320345,0.2292298954667289
PANCAN,Random Projection,HC,4.0,Laplace,Fowlkes Mallows,5.0,0.2344578063070664,0.22091776930439666
PANCAN,Random Projection,HC,4.0,Laplace,Fowlkes Mallows,10.0,0.23574920456291704,0.21876180104697
PANCAN,Random Projection,HC,4.0,Laplace,MI,2.0,0.003012775614091115,-2.570690831898856e-05
PANCAN,Random Projection,HC,4.0,Laplace,MI,5.0,0.00373391168809204,-5.377243291642713e-05
PANCAN,Random Projection,HC,4.0,Laplace,MI,10.0,0.003166753308445012,6.272832299283253e-05
PANCAN,Random Projection,HC,4.0,Laplace,V Measure,2.0,0.010002058009778736,0.006921515614394456
PANCAN,Random Projection,HC,4.0,Laplace,V Measure,5.0,0.01065789716706869,0.006782593153554036
PANCAN,Random Projection,HC,4.0,Laplace,V Measure,10.0,0.010106830658292692,0.006870672850477978
PANCAN,Random Projection,K-Means,4.0,Laplace,ARI,2.0,0.0019029160905745992,8.646964899613059e-05
PANCAN,Random Projection,K-Means,4.0,Laplace,ARI,5.0,0.0035871706369616095,0.00013423787188531326
PANCAN,Random Projection,K-Means,4.0,Laplace,ARI,10.0,0.003791475650794825,7.173027170783691e-05
PANCAN,Random Projection,K-Means,4.0,Laplace,Fowlkes Mallows,2.0,0.22799929384387999,0.20852895018020626
PANCAN,Random Projection,K-Means,4.0,Laplace,Fowlkes Mallows,5.0,0.22495563307836056,0.2006870603144256
PANCAN,Random Projection,K-Means,4.0,Laplace,Fowlkes Mallows,10.0,0.22516015407842424,0.20052522224681574
PANCAN,Random Projection,K-Means,4.0,Laplace,MI,2.0,0.002799154507193016,0.00015199656247698076
