data,method,clustering,criteria,rank,Accuracy,Consistency
PANCAN,t-SNE,HC,Fowlkes Mallows,2.0,0.89961775638399,0.8879787772362512
PANCAN,t-SNE,HC,MI,2.0,0.9124426308348255,0.8907760813867162
PANCAN,t-SNE,HC,V Measure,2.0,0.913317718353731,0.8923571986296333
PANCAN,t-SNE,K-Means,ARI,2.0,0.816456913304481,0.9231852033609608
PANCAN,t-SNE,K-Means,Fowlkes Mallows,2.0,0.8600529016638871,0.9405781132761284
PANCAN,t-SNE,K-Means,MI,2.0,0.8657770524121404,0.9264173547484305
PANCAN,t-SNE,K-Means,V Measure,2.0,0.8671198315470532,0.9274694790226361
Religion,DAE,HC,ARI,2.0,0.20803362503416686,0.5332422007192814
Religion,DAE,HC,ARI,5.0,0.20460746941455776,0.4728125769331461
Religion,DAE,HC,ARI,10.0,0.20794922787903913,0.5136878999886281
Religion,DAE,HC,Fowlkes Mallows,2.0,0.47286027601409003,0.7477648752141682
Religion,DAE,HC,Fowlkes Mallows,5.0,0.44397197094237933,0.6796598053618128
Religion,DAE,HC,Fowlkes Mallows,10.0,0.45890111971544073,0.7195738837105005
Religion,DAE,HC,MI,2.0,0.3287913656213471,0.5214629708590328
Religion,DAE,HC,MI,5.0,0.320011579724274,0.4951240994052982
Religion,DAE,HC,MI,10.0,0.3286911492491294,0.5210201202571004
Religion,DAE,HC,V Measure,2.0,0.355597593293759,0.5474875780447752
Religion,DAE,HC,V Measure,5.0,0.3462739305811527,0.5213785670373585
Religion,DAE,HC,V Measure,10.0,0.35498880574418223,0.5462946070844109
Religion,DAE,K-Means,ARI,2.0,0.21154621208328733,0.5645280936628944
Religion,DAE,K-Means,ARI,5.0,0.20639595062011146,0.4964011327251554
Religion,DAE,K-Means,ARI,10.0,0.20700556141495322,0.5194027683217253
Religion,DAE,K-Means,Fowlkes Mallows,2.0,0.47377382584350464,0.7624164556377391
Religion,DAE,K-Means,Fowlkes Mallows,5.0,0.44270870838317594,0.6911589563532818
Religion,DAE,K-Means,Fowlkes Mallows,10.0,0.4489731129523263,0.7118255562938511
Religion,DAE,K-Means,MI,2.0,0.33086493198784866,0.5268659443186859
Religion,DAE,K-Means,MI,5.0,0.3185075809970705,0.496523861932419
Religion,DAE,K-Means,MI,10.0,0.32007562462116335,0.5086026906707442
Religion,DAE,K-Means,V Measure,2.0,0.35751753539130915,0.5526279199609483
Religion,DAE,K-Means,V Measure,5.0,0.3447038717443067,0.5226417309767313
Religion,DAE,K-Means,V Measure,10.0,0.34626920976998704,0.5339396291866063
Religion,Isomap,HC,ARI,2.0,0.17099579663017703,0.6220903849632547
Religion,Isomap,HC,ARI,5.0,0.19156911774575772,0.5688319438429679
Religion,Isomap,HC,ARI,10.0,0.20153573019762064,0.88080520081228
Religion,Isomap,HC,Fowlkes Mallows,2.0,0.3756568208478498,0.74818791084447
Religion,Isomap,HC,Fowlkes Mallows,5.0,0.4057465576328479,0.869264661925286
Religion,Isomap,HC,Fowlkes Mallows,10.0,0.41005872532483856,0.9962213418396526
Religion,Isomap,HC,MI,2.0,0.33119793742856807,0.6998133108215973
Religion,Isomap,HC,MI,5.0,0.3808320919511591,0.586699761890371
Religion,Isomap,HC,MI,10.0,0.3994572244120703,0.881579570529606
Religion,Isomap,HC,V Measure,2.0,0.35689406678502933,0.7105902627336358
Religion,Isomap,HC,V Measure,5.0,0.40519456551311955,0.5990432877347153
Religion,Isomap,HC,V Measure,10.0,0.42298442019020277,0.8836514953270055
Religion,Isomap,K-Means,ARI,2.0,0.17355469404877033,0.631030619719376
Religion,Isomap,K-Means,ARI,5.0,0.19312582930675837,0.7545409204332761
Religion,Isomap,K-Means,ARI,10.0,0.20667897324852708,0.88080520081228
Religion,Isomap,K-Means,Fowlkes Mallows,2.0,0.37687009491621687,0.7448304935305524
Religion,Isomap,K-Means,Fowlkes Mallows,5.0,0.4016673512673066,0.9306342103187701
Religion,Isomap,K-Means,Fowlkes Mallows,10.0,0.4136586596796179,0.9962213418396526
Religion,Isomap,K-Means,MI,2.0,0.33532793599302735,0.7014042435011989
Religion,Isomap,K-Means,MI,5.0,0.3867677283452746,0.7234559006397053
Religion,Isomap,K-Means,MI,10.0,0.41101245395509217,0.881579570529606
Religion,Isomap,K-Means,V Measure,2.0,0.3608931791905106,0.7119989569105142
Religion,Isomap,K-Means,V Measure,5.0,0.41073453665360804,0.7317849461629989
Religion,Isomap,K-Means,V Measure,10.0,0.4340891791664285,0.8836514953270055
Religion,MDS,HC,ARI,2.0,0.03385495690187422,0.306014326811178
Religion,MDS,HC,ARI,5.0,0.02338123183448212,0.18868282703148762
Religion,MDS,HC,ARI,10.0,0.024294706701821666,0.21014699546064172
Religion,MDS,HC,Fowlkes Mallows,2.0,0.19709510342785358,0.4315394578043894
Religion,MDS,HC,Fowlkes Mallows,5.0,0.1884625944604592,0.34138785035933067
Religion,MDS,HC,Fowlkes Mallows,10.0,0.19022878148800756,0.4350673910243445
Religion,MDS,HC,MI,2.0,0.05054845368648352,0.1839373129162727
Religion,MDS,HC,MI,5.0,0.04570612819128685,0.08234023988285832
Religion,MDS,HC,MI,10.0,0.053349589805748436,0.06756760684209652
Religion,MDS,HC,V Measure,2.0,0.08320660724511483,0.22482939040358227
Religion,MDS,HC,V Measure,5.0,0.07855457555462038,0.12906427271265325
Religion,MDS,HC,V Measure,10.0,0.0859908101009448,0.1159241434656932
Religion,MDS,K-Means,ARI,2.0,0.03257442991620634,0.4101556405122834
Religion,MDS,K-Means,ARI,5.0,0.025197542237031995,0.3501257816339366
Religion,MDS,K-Means,ARI,10.0,0.032445468620463,0.16682436782322285
Religion,MDS,K-Means,Fowlkes Mallows,2.0,0.19086011933114164,0.5179546945739959
Religion,MDS,K-Means,Fowlkes Mallows,5.0,0.18441349541492313,0.46132628982673146
Religion,MDS,K-Means,Fowlkes Mallows,10.0,0.19070529091978364,0.32936841240685233
Religion,MDS,K-Means,MI,2.0,0.0535858178042691,0.2535888265552719
Religion,MDS,K-Means,MI,5.0,0.042295882801198274,0.1483354892250436
Religion,MDS,K-Means,MI,10.0,0.05341036665193106,0.05459439636200866
Religion,MDS,K-Means,V Measure,2.0,0.08583849955182676,0.29107143973534017
Religion,MDS,K-Means,V Measure,5.0,0.07493264371741054,0.1899443477187167
Religion,MDS,K-Means,V Measure,10.0,0.08566579050303344,0.09943914209920171
Religion,NMDS,HC,ARI,2.0,0.0007090889638060825,0.0
Religion,NMDS,HC,ARI,5.0,0.00013763382201235506,0.00012757313931010755
Religion,NMDS,HC,ARI,10.0,0.0,0.0
Religion,NMDS,HC,Fowlkes Mallows,2.0,0.16932780508698575,0.13461357184739314
Religion,NMDS,HC,Fowlkes Mallows,5.0,0.16862698165432038,0.13353273175618968
Religion,NMDS,HC,Fowlkes Mallows,10.0,0.16858176407935077,0.13409593079421958
Religion,NMDS,HC,MI,2.0,0.0009091962667637858,0.0
Religion,NMDS,HC,MI,5.0,0.0,0.000285930199238652
Religion,NMDS,HC,MI,10.0,0.0,0.0
Religion,NMDS,HC,V Measure,2.0,0.03531690512325398,0.04506423285185511
Religion,NMDS,HC,V Measure,5.0,0.033655006117608466,0.04544464258841546
Religion,NMDS,HC,V Measure,10.0,0.034269696886484596,0.044754699072628384
Religion,NMDS,K-Means,ARI,2.0,6.480161612744296e-05,0.0
Religion,NMDS,K-Means,ARI,5.0,0.00024130533303843394,0.00012864372535934345
Religion,NMDS,K-Means,ARI,10.0,0.0,0.0
Religion,NMDS,K-Means,Fowlkes Mallows,2.0,0.16348698952773089,0.12480891719243155
Religion,NMDS,K-Means,Fowlkes Mallows,5.0,0.16289901627184428,0.12473661138244767
Religion,NMDS,K-Means,Fowlkes Mallows,10.0,0.16259829769923873,0.12425888266491839
Religion,NMDS,K-Means,MI,2.0,0.0,0.0
Religion,NMDS,K-Means,MI,5.0,0.0,0.00027068616782514724
Religion,NMDS,K-Means,MI,10.0,0.00017018090574309817,0.0
Religion,NMDS,K-Means,V Measure,2.0,0.034037052113038924,0.04336183098059381
Religion,NMDS,K-Means,V Measure,5.0,0.03385856453841392,0.04403796199999522
Religion,NMDS,K-Means,V Measure,10.0,0.03426216904916411,0.043650679916954926
Religion,PCA,HC,ARI,2.0,0.19719209634329765,0.8600027619337617
Religion,PCA,HC,ARI,5.0,0.21621691610514496,0.978156437035899
Religion,PCA,HC,ARI,10.0,0.2165214269632465,0.9936107921645063
Religion,PCA,HC,Fowlkes Mallows,2.0,0.3641889691503154,0.9510330172411355
Religion,PCA,HC,Fowlkes Mallows,5.0,0.5506868233915473,0.9929307114926601
Religion,PCA,HC,Fowlkes Mallows,10.0,0.5531683319751529,0.9979849264883195
Religion,PCA,HC,MI,2.0,0.3789951431816451,0.7589265477263272
Religion,PCA,HC,MI,5.0,0.4190319984473738,0.9046602651003838
Religion,PCA,HC,MI,10.0,0.4207122014502878,0.9723571468506381
Religion,PCA,HC,V Measure,2.0,0.4007373768955959,0.7693407608139461
Religion,PCA,HC,V Measure,5.0,0.4393390649495956,0.9082114542485662
Religion,PCA,HC,V Measure,10.0,0.4386396196744666,0.9732261625147824
Religion,PCA,K-Means,ARI,2.0,0.18965128644646245,0.8283884872465093
Religion,PCA,K-Means,ARI,5.0,0.2064141387205046,0.9565107424774755
Religion,PCA,K-Means,ARI,10.0,0.19185226988850462,0.9726286185144838
Religion,PCA,K-Means,Fowlkes Mallows,2.0,0.35278949524432557,0.9397614310345073
Religion,PCA,K-Means,Fowlkes Mallows,5.0,0.5454208559742252,0.9864109345438162
Religion,PCA,K-Means,Fowlkes Mallows,10.0,0.5411690278021555,0.992119995065274
Religion,PCA,K-Means,MI,2.0,0.37687743543263236,0.7449694852135095
Religion,PCA,K-Means,MI,5.0,0.3929163296392371,0.8626270858982956
Religion,PCA,K-Means,MI,10.0,0.35839982478101773,0.9298825569212534
Religion,PCA,K-Means,V Measure,2.0,0.39861078294160757,0.75602693025359
Religion,PCA,K-Means,V Measure,5.0,0.4142445488350813,0.8677170002233997
Religion,PCA,K-Means,V Measure,10.0,0.3780272323518168,0.9319986751344032
Religion,Random Projection,HC,ARI,2.0,0.0030244351281657335,0.06274799233224217
Religion,Random Projection,HC,ARI,5.0,0.004553564955011998,0.10665667516120922
Religion,Random Projection,HC,ARI,10.0,0.004970278819765751,0.1748298314878435
Religion,Random Projection,HC,Fowlkes Mallows,2.0,0.17988068725936407,0.25878568147976055
Religion,Random Projection,HC,Fowlkes Mallows,5.0,0.17580975947153074,0.32058641227539536
Religion,Random Projection,HC,Fowlkes Mallows,10.0,0.176117169154442,0.4406592765447765
Religion,Random Projection,HC,MI,2.0,0.0062761755064563544,0.028062125347008596
Religion,Random Projection,HC,MI,5.0,0.008943596117437537,0.038093275124457565
Religion,Random Projection,HC,MI,10.0,0.011043101443475542,0.056403744168160914
Religion,Random Projection,HC,V Measure,2.0,0.04096124675491315,0.07750720784478789
Religion,Random Projection,HC,V Measure,5.0,0.04324794046366321,0.08905582984100394
Religion,Random Projection,HC,V Measure,10.0,0.04527688936112871,0.10864880001165261
Religion,Random Projection,K-Means,ARI,2.0,0.0035702489779183403,0.059619935549616136
Religion,Random Projection,K-Means,ARI,5.0,0.005166968301465902,0.1490185346290419
Religion,Random Projection,K-Means,ARI,10.0,0.007110928791484415,0.1558871239520535
Religion,Random Projection,K-Means,Fowlkes Mallows,2.0,0.17495778759036587,0.2399226205712423
Religion,Random Projection,K-Means,Fowlkes Mallows,5.0,0.1683172698857227,0.3227527813211824
Religion,Random Projection,K-Means,Fowlkes Mallows,10.0,0.1697667575869456,0.3485412940956874
Religion,Random Projection,K-Means,MI,2.0,0.007583130814056588,0.02991284288784023
Religion,Random Projection,K-Means,MI,5.0,0.010055268587940187,0.05067507608037303
Religion,Random Projection,K-Means,MI,10.0,0.015089594002957644,0.051036348036209926
Religion,Random Projection,K-Means,V Measure,2.0,0.041940121816619005,0.0789142988785401
Religion,Random Projection,K-Means,V Measure,5.0,0.04387352470686754,0.0996361639797591
Religion,Random Projection,K-Means,V Measure,10.0,0.04872138336698874,0.09981721081710622
Religion,Spectral (NN),HC,ARI,2.0,0.1604134702246386,0.2075065319785947
Religion,Spectral (NN),HC,ARI,5.0,0.4607355328116942,0.23035336456639316
Religion,Spectral (NN),HC,ARI,10.0,0.4258222097542614,0.2666693319664579
Religion,Spectral (NN),HC,Fowlkes Mallows,2.0,0.3102207734791852,0.4469788076295299
Religion,Spectral (NN),HC,Fowlkes Mallows,5.0,0.5650038616973797,0.5254768218980949
Religion,Spectral (NN),HC,Fowlkes Mallows,10.0,0.5380643663355165,0.705648561540927
Religion,Spectral (NN),HC,MI,2.0,0.3570385040355452,0.20389522190589757
Religion,Spectral (NN),HC,MI,5.0,0.640191332923699,0.20976609766774532
Religion,Spectral (NN),HC,MI,10.0,0.6159894707587058,0.2613090554252842
Religion,Spectral (NN),HC,V Measure,2.0,0.37936547438905927,0.23686078249819434
Religion,Spectral (NN),HC,V Measure,5.0,0.6528494971232226,0.24971419834402964
Religion,Spectral (NN),HC,V Measure,10.0,0.6295820259767567,0.3109534014446943
Religion,Spectral (NN),K-Means,ARI,2.0,0.15805526645192686,0.2115356040845979
Religion,Spectral (NN),K-Means,ARI,5.0,0.4608006681369713,0.22782078648988516
Religion,Spectral (NN),K-Means,ARI,10.0,0.4369976211427733,0.20151838600888783
Religion,Spectral (NN),K-Means,Fowlkes Mallows,2.0,0.30594064451355574,0.44916286379992487
Religion,Spectral (NN),K-Means,Fowlkes Mallows,5.0,0.5645605938463775,0.5202999210227274
Religion,Spectral (NN),K-Means,Fowlkes Mallows,10.0,0.545048872273525,0.6141315555913591
Religion,Spectral (NN),K-Means,MI,2.0,0.35572278965944476,0.20433815317893136
Religion,Spectral (NN),K-Means,MI,5.0,0.647553264227314,0.2095261311470688
Religion,Spectral (NN),K-Means,MI,10.0,0.6373365216323128,0.21859721760241763
Religion,Spectral (NN),K-Means,V Measure,2.0,0.3779924258916501,0.2371052709632452
Religion,Spectral (NN),K-Means,V Measure,5.0,0.6599173611751048,0.24910055863874156
Religion,Spectral (NN),K-Means,V Measure,10.0,0.650056749066534,0.26665103647893235
Religion,Spectral (RBF),HC,ARI,2.0,0.23251037061385055,0.8695713660578137
Religion,Spectral (RBF),HC,ARI,5.0,0.3364788078235016,0.8253500415675055
Religion,Spectral (RBF),HC,ARI,10.0,0.390567212723574,0.7352855818633702
Religion,Spectral (RBF),HC,Fowlkes Mallows,2.0,0.3961707654242822,0.9512871106365989
Religion,Spectral (RBF),HC,Fowlkes Mallows,5.0,0.498679118687029,0.9486449266830818
Religion,Spectral (RBF),HC,Fowlkes Mallows,10.0,0.5649184274737858,0.9793385222460373
Religion,Spectral (RBF),HC,MI,2.0,0.40640097375968076,0.7263372156189432
Religion,Spectral (RBF),HC,MI,5.0,0.5179606445394563,0.7254179659468543
Religion,Spectral (RBF),HC,MI,10.0,0.5538408478310629,0.7282631498328492
Religion,Spectral (RBF),HC,V Measure,2.0,0.4275770537955191,0.741355766588125
Religion,Spectral (RBF),HC,V Measure,5.0,0.5357420362773846,0.738066167932674
Religion,Spectral (RBF),HC,V Measure,10.0,0.5711166825359769,0.7355879289827767
Religion,Spectral (RBF),K-Means,ARI,2.0,0.23358372616602435,0.871831523660099
Religion,Spectral (RBF),K-Means,ARI,5.0,0.3215713301818745,0.813093926920597
Religion,Spectral (RBF),K-Means,ARI,10.0,0.4322315598369316,0.6899630554240735
Religion,Spectral (RBF),K-Means,Fowlkes Mallows,2.0,0.39164216000331914,0.9529214115550857
Religion,Spectral (RBF),K-Means,Fowlkes Mallows,5.0,0.47644160202577834,0.9496860138560655
Religion,Spectral (RBF),K-Means,Fowlkes Mallows,10.0,0.5760246330173436,0.975064875162444
Religion,Spectral (RBF),K-Means,MI,2.0,0.40553991962290015,0.7233336045289722
Religion,Spectral (RBF),K-Means,MI,5.0,0.5109708213590963,0.6980731839693981
Religion,Spectral (RBF),K-Means,MI,10.0,0.5654266048026763,0.6861045356114244
Religion,Spectral (RBF),K-Means,V Measure,2.0,0.4266638510338619,0.7386226835592012
Religion,Spectral (RBF),K-Means,V Measure,5.0,0.5287473718036586,0.7122119506173179
Religion,Spectral (RBF),K-Means,V Measure,10.0,0.5816869957887879,0.6946810412800519
Religion,UMAP,HC,ARI,2.0,0.14851828802999353,0.06374998970598264
Religion,UMAP,HC,ARI,5.0,0.13927846123736679,0.10961312074646745
Religion,UMAP,HC,ARI,10.0,0.15414203373675905,0.09295227575312864
Religion,UMAP,HC,Fowlkes Mallows,2.0,0.3693131840400837,0.22626130526952642
Religion,UMAP,HC,Fowlkes Mallows,5.0,0.35906189864919846,0.3409535896160122
Religion,UMAP,HC,Fowlkes Mallows,10.0,0.3928747193585085,0.3801808254643698
Religion,UMAP,HC,MI,2.0,0.30220622698062655,0.06907075860606791
Religion,UMAP,HC,MI,5.0,0.2948925682240424,0.07596545533916914
Religion,UMAP,HC,MI,10.0,0.30630545199408193,0.07348405435498752
Religion,UMAP,HC,V Measure,2.0,0.3258409452328515,0.11364122974470746
Religion,UMAP,HC,V Measure,5.0,0.3188810562336628,0.12612574625156772
Religion,UMAP,HC,V Measure,10.0,0.32999708998063204,0.1255090296686762
Religion,UMAP,K-Means,ARI,2.0,0.14137060656454925,0.06899799400117766
Religion,UMAP,K-Means,ARI,5.0,0.12480644900765561,0.12252772585053145
Religion,UMAP,K-Means,ARI,10.0,0.12919492350930017,0.10290234253641883
Religion,UMAP,K-Means,Fowlkes Mallows,2.0,0.3535324720142381,0.22532775667813543
Religion,UMAP,K-Means,Fowlkes Mallows,5.0,0.32444889666665405,0.34143643548325125
Religion,UMAP,K-Means,Fowlkes Mallows,10.0,0.33333509250536414,0.38146220790244334
Religion,UMAP,K-Means,MI,2.0,0.2947312344806174,0.06975982379456627
Religion,UMAP,K-Means,MI,5.0,0.2793781603918327,0.08233440200796516
Religion,UMAP,K-Means,MI,10.0,0.28131334646560957,0.07461203001616658
Religion,UMAP,K-Means,V Measure,2.0,0.3182414975857929,0.11386896627815589
Religion,UMAP,K-Means,V Measure,5.0,0.30328046299141476,0.1318963971972761
Religion,UMAP,K-Means,V Measure,10.0,0.3051040802407906,0.12622897189534757
Religion,t-SNE,HC,ARI,2.0,0.21548704112335124,0.07005457405101743
Religion,t-SNE,HC,Fowlkes Mallows,2.0,0.35633266832335037,0.4330851285986512
Religion,t-SNE,HC,MI,2.0,0.3951266637112261,0.10209861203667854
Religion,t-SNE,HC,V Measure,2.0,0.4161390082881443,0.13754847473103285
Religion,t-SNE,K-Means,ARI,2.0,0.21483619861585498,0.07521505884166836
Religion,t-SNE,K-Means,Fowlkes Mallows,2.0,0.353390053286477,0.4185281704349219
Religion,t-SNE,K-Means,MI,2.0,0.3934356717291941,0.1005869628008232
Religion,t-SNE,K-Means,V Measure,2.0,0.4143390026107939,0.13554246975127396
Spam base,DAE,HC,ARI,2.0,0.07212038355086156,0.21366097578038942
Spam base,DAE,HC,ARI,5.0,0.05923608208432694,0.22279867347296284
Spam base,DAE,HC,ARI,10.0,0.044995374655015095,0.20939413086850042
Spam base,DAE,HC,Fowlkes Mallows,2.0,0.6062853534594609,0.7588781518084219
Spam base,DAE,HC,Fowlkes Mallows,5.0,0.6107792258161385,0.7825484691615209
Spam base,DAE,HC,Fowlkes Mallows,10.0,0.6092842223834364,0.7781048145463733
Spam base,DAE,HC,MI,2.0,0.07540582388354386,0.2241837162209838
Spam base,DAE,HC,MI,5.0,0.06088058600715451,0.20975815465267966
Spam base,DAE,HC,MI,10.0,0.06235094416515814,0.21020603955575604
Spam base,DAE,HC,V Measure,2.0,0.07564890571977546,0.22461708003171263
Spam base,DAE,HC,V Measure,5.0,0.061136966333550584,0.21025546956550595
Spam base,DAE,HC,V Measure,10.0,0.06260480044256297,0.21071974230037563
Spam base,DAE,K-Means,ARI,2.0,0.0650559736315448,0.25061369362905167
Spam base,DAE,K-Means,ARI,5.0,0.06603704767046631,0.24548918992395705
Spam base,DAE,K-Means,ARI,10.0,0.05006252060287971,0.2244831323535356
Spam base,DAE,K-Means,Fowlkes Mallows,2.0,0.5927345302338579,0.7663017640674026
Spam base,DAE,K-Means,Fowlkes Mallows,5.0,0.5976838577257477,0.787175250714731
Spam base,DAE,K-Means,Fowlkes Mallows,10.0,0.590857993855803,0.7720629745462788
Spam base,DAE,K-Means,MI,2.0,0.07293086190347715,0.2495611355133169
Spam base,DAE,K-Means,MI,5.0,0.06933948101959354,0.226420124376972
Spam base,DAE,K-Means,MI,10.0,0.06379551890256183,0.21175001734333235
Spam base,DAE,K-Means,V Measure,2.0,0.07316836985689576,0.24997098351675937
Spam base,DAE,K-Means,V Measure,5.0,0.06958384386623181,0.22688498155612716
Spam base,DAE,K-Means,V Measure,10.0,0.06403683282842809,0.2122499890842813
Spam base,Isomap,HC,ARI,2.0,0.30380090296362844,0.3106839279146495
Spam base,Isomap,HC,ARI,5.0,0.24309006863036736,0.2782027894493994
Spam base,Isomap,HC,ARI,10.0,0.22913094109853438,0.4534704158974722
Spam base,Isomap,HC,Fowlkes Mallows,2.0,0.6804192218785956,0.6965158266064337
Spam base,Isomap,HC,Fowlkes Mallows,5.0,0.6495697952556273,0.6760502690638779
Spam base,Isomap,HC,Fowlkes Mallows,10.0,0.6435687154242724,0.9478150189312953
Spam base,Isomap,HC,MI,2.0,0.25614244657978213,0.2977426471620525
Spam base,Isomap,HC,MI,5.0,0.21196149055368932,0.2681542625386928
Spam base,Isomap,HC,MI,10.0,0.19778793067101666,0.3582339669285165
Spam base,Isomap,HC,V Measure,2.0,0.2563204736982024,0.29799129997889373
Spam base,Isomap,HC,V Measure,5.0,0.2121485313394749,0.26840874486331223
Spam base,Isomap,HC,V Measure,10.0,0.19797896688168515,0.3591272551832588
Spam base,Isomap,K-Means,ARI,2.0,0.393368303203885,0.5554880117845882
Spam base,Isomap,K-Means,ARI,5.0,0.39686088014510673,0.5591202623323572
Spam base,Isomap,K-Means,ARI,10.0,0.3949831799331346,0.48809428963290585
Spam base,Isomap,K-Means,Fowlkes Mallows,2.0,0.7077648690394746,0.7842324849233367
Spam base,Isomap,K-Means,Fowlkes Mallows,5.0,0.7095983679742147,0.7860586091560069
Spam base,Isomap,K-Means,Fowlkes Mallows,10.0,0.7087510641737182,0.9452551423851755
Spam base,Isomap,K-Means,MI,2.0,0.3093633883665969,0.47455090339164385
Spam base,Isomap,K-Means,MI,5.0,0.3116197093946903,0.4786542951990352
Spam base,Isomap,K-Means,MI,10.0,0.31099823254454073,0.38230325434489715
Spam base,Isomap,K-Means,V Measure,2.0,0.309522485764027,0.47472290717597315
Spam base,Isomap,K-Means,V Measure,5.0,0.31177835647665975,0.4788250355454708
Spam base,Isomap,K-Means,V Measure,10.0,0.31115704953597784,0.3830615494287249
Spam base,MDS,HC,ARI,2.0,0.2450422025648089,0.248803675553596
Spam base,MDS,HC,ARI,5.0,0.33178531882803175,0.3513674471523867
Spam base,MDS,HC,ARI,10.0,0.28702732573697604,0.36351373629974953
Spam base,MDS,HC,Fowlkes Mallows,2.0,0.6379938898489964,0.6385147118995865
Spam base,MDS,HC,Fowlkes Mallows,5.0,0.6895840822938093,0.710460296303083
Spam base,MDS,HC,Fowlkes Mallows,10.0,0.6616148643697544,0.9126093867553172
Spam base,MDS,HC,MI,2.0,0.20569072985071807,0.2229260855088053
Spam base,MDS,HC,MI,5.0,0.25675879238144866,0.26076639427165504
Spam base,MDS,HC,MI,10.0,0.24579239613096834,0.28447503353875675
Spam base,MDS,HC,V Measure,2.0,0.20587428631374313,0.22318208887332605
Spam base,MDS,HC,V Measure,5.0,0.2569349038570333,0.2610242108323624
Spam base,MDS,HC,V Measure,10.0,0.2459681799684201,0.28539939363405237
Spam base,MDS,K-Means,ARI,2.0,0.40772972359839577,0.8686043910500376
Spam base,MDS,K-Means,ARI,5.0,0.47368092744135726,0.8553307637762956
Spam base,MDS,K-Means,ARI,10.0,0.5124597693733891,0.5815191316142636
Spam base,MDS,K-Means,Fowlkes Mallows,2.0,0.7107000513766034,0.9343894237454706
Spam base,MDS,K-Means,Fowlkes Mallows,5.0,0.7443682661352867,0.9288052251346018
Spam base,MDS,K-Means,Fowlkes Mallows,10.0,0.7645576189810133,0.8902277780981904
Spam base,MDS,K-Means,MI,2.0,0.3347237083723605,0.7883337921211439
Spam base,MDS,K-Means,MI,5.0,0.3765696258511666,0.770090484037154
Spam base,MDS,K-Means,MI,10.0,0.40398969127798656,0.4982095546767273
Spam base,MDS,K-Means,V Measure,2.0,0.33487538702985786,0.7884016768578102
Spam base,MDS,K-Means,V Measure,5.0,0.3767123452086122,0.770164887781702
Spam base,MDS,K-Means,V Measure,10.0,0.4041267033031859,0.49852294574623834
Spam base,NMDS,HC,ARI,2.0,5.983328954537151e-05,0.0
Spam base,NMDS,HC,ARI,5.0,0.0,1.649608697830963e-05
Spam base,NMDS,HC,ARI,10.0,0.0003248712217170523,0.0
Spam base,NMDS,HC,Fowlkes Mallows,2.0,0.5192028159946133,0.5161175842297839
Spam base,NMDS,HC,Fowlkes Mallows,5.0,0.5228681589634838,0.523833892062232
Spam base,NMDS,HC,Fowlkes Mallows,10.0,0.537111912261729,0.543615268888848
Spam base,NMDS,HC,MI,2.0,2.609591518552789e-05,0.0
Spam base,NMDS,HC,MI,5.0,1.3246199927211879e-05,0.0
Spam base,NMDS,HC,MI,10.0,0.0,0.0
Spam base,NMDS,HC,V Measure,2.0,0.00025677187799160394,0.00030392984911141886
Spam base,NMDS,HC,V Measure,5.0,0.00024545378373969225,0.0003273048330133567
Spam base,NMDS,HC,V Measure,10.0,0.00022041411786070128,0.0003222469510121512
Spam base,NMDS,K-Means,ARI,2.0,0.00016872416735521137,4.438759077643196e-05
Spam base,NMDS,K-Means,ARI,5.0,0.00011786173622341795,6.24147410213629e-06
Spam base,NMDS,K-Means,ARI,10.0,0.0,9.628208094443092e-06
Spam base,NMDS,K-Means,Fowlkes Mallows,2.0,0.511066794840023,0.4999462739956689
Spam base,NMDS,K-Means,Fowlkes Mallows,5.0,0.5110637675695522,0.4999767671999698
Spam base,NMDS,K-Means,Fowlkes Mallows,10.0,0.5109963952465418,0.5001158053426764
Spam base,NMDS,K-Means,MI,2.0,0.000128845491492213,3.181442736641186e-05
Spam base,NMDS,K-Means,MI,5.0,7.568567475943953e-05,4.083498990288167e-06
Spam base,NMDS,K-Means,MI,10.0,0.0,7.319229037694017e-06
Spam base,NMDS,K-Means,V Measure,2.0,0.00035667713777559206,0.00035215864650182716
Spam base,NMDS,K-Means,V Measure,5.0,0.00030353659988254975,0.0003244595653357783
Spam base,NMDS,K-Means,V Measure,10.0,0.00019267034348437298,0.00032775800426188505
Spam base,PCA,HC,ARI,2.0,0.3471505555888812,0.4448490246619956
Spam base,PCA,HC,ARI,5.0,0.4078130950912639,0.7962492743733341
Spam base,PCA,HC,ARI,10.0,0.30361111044009914,0.7495125582028149
Spam base,PCA,HC,Fowlkes Mallows,2.0,0.6963233716606011,0.7498532701137356
Spam base,PCA,HC,Fowlkes Mallows,5.0,0.7274179993372906,0.9974297320208606
Spam base,PCA,HC,Fowlkes Mallows,10.0,0.6687012426187835,0.9948004856531933
Spam base,PCA,HC,MI,2.0,0.2979331768113498,0.45881987994871254
Spam base,PCA,HC,MI,5.0,0.3265710507377988,0.7380284309760181
Spam base,PCA,HC,MI,10.0,0.25105491184822515,0.6869272174129502
Spam base,PCA,HC,V Measure,2.0,0.29809940713680705,0.45900744761969925
Spam base,PCA,HC,V Measure,5.0,0.32673156548242105,0.7386129369938178
Spam base,PCA,HC,V Measure,10.0,0.2512291832993622,0.6876401630181428
Spam base,PCA,K-Means,ARI,2.0,0.4449222109168857,0.9516678554991923
Spam base,PCA,K-Means,ARI,5.0,0.4732375135641913,0.9592465542155082
