data,method1,method2,noise,sigma,criteria,rank,value,methods
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.0,MI,10,0.47255324455300723,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,10,0.6184337735906009,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.0,V Measure,10,0.4783692347794618,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.5,ARI,10,0.2705279165045426,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.5,MI,10,0.4447623057606432,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,10,0.5695001052840702,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,0.5,V Measure,10,0.4502811601504103,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,1.0,ARI,10,0.280812362221967,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,1.0,MI,10,0.4840914885725672,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,10,0.6387892091344203,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,1.0,V Measure,10,0.48993731077115316,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,2.0,ARI,10,0.4204963322098849,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,2.0,MI,10,0.5558689312253641,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,10,0.7239843700466362,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,2.0,V Measure,10,0.5610592714076011,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,3.0,ARI,10,0.39443874071071433,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,3.0,MI,10,0.5326559933045654,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,3.0,Fowlkes Mallows,10,0.705637568206662,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,3.0,V Measure,10,0.5380315076237872,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,4.0,ARI,10,0.5987136272361052,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,4.0,MI,10,0.6459062452354383,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,4.0,Fowlkes Mallows,10,0.7712843067955762,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,4.0,V Measure,10,0.6493903737105039,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,5.0,ARI,10,0.5819703893046982,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,5.0,MI,10,0.5564552985548064,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,5.0,Fowlkes Mallows,10,0.7404698981291438,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Laplace,5.0,V Measure,10,0.5604140690682047,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.0,ARI,10,0.2614405322713085,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.0,MI,10,0.47255324455300723,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,0.6184337735906009,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.0,V Measure,10,0.4783692347794618,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.5,ARI,10,0.21860281030922304,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.5,MI,10,0.40242037814992815,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.5,Fowlkes Mallows,10,0.5396920474444359,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,0.5,V Measure,10,0.40837469081542854,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,1.0,ARI,10,0.2774453707345634,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,1.0,MI,10,0.48971663607058113,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,0.6329929083408152,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,1.0,V Measure,10,0.4954317567076233,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,2.0,ARI,10,0.33441252141071437,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,2.0,MI,10,0.5185796368142082,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,0.6693842672914897,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,2.0,V Measure,10,0.5240549424454093,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,3.0,ARI,10,0.44682349253327885,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,3.0,MI,10,0.5721113706062045,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,3.0,Fowlkes Mallows,10,0.7453509955218235,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,3.0,V Measure,10,0.5772223050129504,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,4.0,ARI,10,0.4553784523469158,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,4.0,MI,10,0.56969715210422,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,4.0,Fowlkes Mallows,10,0.7354337997180826,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,4.0,V Measure,10,0.5746370585733671,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,5.0,ARI,10,0.4813394946842219,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,5.0,MI,10,0.5869800966392983,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,5.0,Fowlkes Mallows,10,0.7333208248668615,Spectral (NN):Spectral (RBF)
PANCAN,Spectral (NN),Spectral (RBF),Normal,5.0,V Measure,10,0.5915114372776263,Spectral (NN):Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.0,ARI,10,0.07756881323740501,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.0,MI,10,0.19047526868869624,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,10,0.4831317306067218,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.0,V Measure,10,0.19916398419057077,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.5,ARI,10,0.14330540330289632,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.5,MI,10,0.26854574874581894,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,10,0.4713871712091111,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,0.5,V Measure,10,0.2756168302654974,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,1.0,ARI,10,0.07035071465369375,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,1.0,MI,10,0.19135184949441644,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,10,0.49703544466729455,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,1.0,V Measure,10,0.2003073364815997,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,2.0,ARI,10,0.12721339592868125,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,2.0,MI,10,0.23646685652618513,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,10,0.5243172468121721,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,2.0,V Measure,10,0.2447689407921893,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,3.0,ARI,10,0.15115589036846314,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,3.0,MI,10,0.27161830224785544,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,3.0,Fowlkes Mallows,10,0.520115235030923,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,3.0,V Measure,10,0.279223533044508,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,4.0,ARI,10,0.2605442593161752,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,4.0,MI,10,0.3861251589844044,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,4.0,Fowlkes Mallows,10,0.5258212015545001,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,4.0,V Measure,10,0.3915875342517682,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,5.0,ARI,10,0.2662178448445933,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,5.0,MI,10,0.3670972823004852,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,5.0,Fowlkes Mallows,10,0.5052684765610648,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Laplace,5.0,V Measure,10,0.3722863882437592,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.0,ARI,10,0.08484538816461852,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.0,MI,10,0.20098854821312845,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,0.49622061517863814,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.0,V Measure,10,0.2096572102880035,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.5,ARI,10,0.13151761546895835,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.5,MI,10,0.25610376412551533,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.5,Fowlkes Mallows,10,0.45660292543841907,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,0.5,V Measure,10,0.26321709549378697,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,1.0,ARI,10,0.07158522114231641,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,1.0,MI,10,0.1929871691412791,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,0.49103096476365343,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,1.0,V Measure,10,0.2018348538983195,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,2.0,ARI,10,0.08399340438499082,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,2.0,MI,10,0.2049970594873864,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,0.4986886557341007,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,2.0,V Measure,10,0.21366702650718203,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,3.0,ARI,10,0.08958672722062046,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,3.0,MI,10,0.21979533567112866,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,3.0,Fowlkes Mallows,10,0.49143545829935215,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,3.0,V Measure,10,0.22817380108348093,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,4.0,ARI,10,0.13436496064134787,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,4.0,MI,10,0.2552265595458119,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,4.0,Fowlkes Mallows,10,0.4998559574160445,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,4.0,V Measure,10,0.2629118894660705,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,5.0,ARI,10,0.20408984378156877,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,5.0,MI,10,0.3327772318896749,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,5.0,Fowlkes Mallows,10,0.5304572259598962,DAE:Spectral (RBF)
PANCAN,DAE,Spectral (RBF),Normal,5.0,V Measure,10,0.33941761312719265,DAE:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.0,ARI,10,0.0636418709950292,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.0,MI,10,0.18057441729336346,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,10,0.44058183916873483,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.0,V Measure,10,0.18900924728799004,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.5,ARI,10,0.08981417339965603,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.5,MI,10,0.16772621137376353,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,10,0.39711663799687463,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,0.5,V Measure,10,0.1753209755271773,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,1.0,ARI,10,0.020881338540326193,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,1.0,MI,10,0.04840177283115292,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,10,0.40720629739805825,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,1.0,V Measure,10,0.05824232951654806,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,2.0,ARI,10,0.005224999279119695,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,2.0,MI,10,0.012520959777851065,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,10,0.38011902820514804,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,2.0,V Measure,10,0.02243002331400189,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,3.0,ARI,10,-0.0002324185452122711,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,3.0,MI,10,0.006057062218926963,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,3.0,Fowlkes Mallows,10,0.3672004849563061,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,3.0,V Measure,10,0.015737000008743354,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,4.0,ARI,10,0.00033854145437178985,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,4.0,MI,10,0.0030366899881842336,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,4.0,Fowlkes Mallows,10,0.3106016170523274,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,4.0,V Measure,10,0.011453432872435294,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,5.0,ARI,10,0.0014280902227467693,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,5.0,MI,10,0.0015135732596063497,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,5.0,Fowlkes Mallows,10,0.289039946408752,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Laplace,5.0,V Measure,10,0.009267347040954048,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.0,ARI,10,0.07115930052642003,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.0,MI,10,0.19046333310618324,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,0.4466518052639372,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.0,V Measure,10,0.1987950795863536,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.5,ARI,10,0.08883562892171114,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.5,MI,10,0.17600536185621035,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.5,Fowlkes Mallows,10,0.3982541156559121,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,0.5,V Measure,10,0.18355758582609716,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,1.0,ARI,10,0.028074091336076037,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,1.0,MI,10,0.07796370863514657,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,0.4135033617324186,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,1.0,V Measure,10,0.08750138270843126,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,2.0,ARI,10,0.006893553711616388,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,2.0,MI,10,0.020962988721937647,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,0.38457825747161484,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,2.0,V Measure,10,0.030873073673504902,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,3.0,ARI,10,0.0016655998932248956,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,3.0,MI,10,0.010086770446153947,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,3.0,Fowlkes Mallows,10,0.3835450283803272,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,3.0,V Measure,10,0.020097093522411673,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,4.0,ARI,10,0.0025939085148776273,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,4.0,MI,10,0.00586265381829834,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,4.0,Fowlkes Mallows,10,0.3648893861941565,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,4.0,V Measure,10,0.015503200985719855,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,5.0,ARI,10,0.0004893231753449581,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,5.0,MI,10,0.0035429541111995856,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,5.0,Fowlkes Mallows,10,0.3506518650135743,Random Projection:Spectral (RBF)
PANCAN,Random Projection,Spectral (RBF),Normal,5.0,V Measure,10,0.012864936547420838,Random Projection:Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.5,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.5,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,0.5,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,1.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,1.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,1.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,2.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,2.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,2.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,3.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,3.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,3.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,3.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,4.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,4.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,4.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,4.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,5.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,5.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,5.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Laplace,5.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.5,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.5,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.5,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,0.5,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,1.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,1.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,1.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,2.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,2.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,2.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,3.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,3.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,3.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,3.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,4.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,4.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,4.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,4.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,5.0,ARI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,5.0,MI,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,5.0,Fowlkes Mallows,10,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Spectral (RBF),Spectral (RBF),Normal,5.0,V Measure,10,1.0,Spectral (RBF):Spectral (RBF)
