data,method1,method2,noise,sigma,clustering,criteria,rank,value
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,Fowlkes Mallows,2,0.26017207032704776
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,Fowlkes Mallows,5,0.2938870278760884
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,Fowlkes Mallows,10,0.2826374389206904
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,V Measure,2,0.011549587105394794
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,V Measure,5,0.02251622559671222
Darmanis,Isomap,Random Projection,Normal,2.0,K-Means,V Measure,10,0.00542987357258008
Darmanis,Isomap,Random Projection,Normal,2.0,HC,ARI,2,-0.000962315687534429
Darmanis,Isomap,Random Projection,Normal,2.0,HC,ARI,5,0.017573154506758358
Darmanis,Isomap,Random Projection,Normal,2.0,HC,ARI,10,-0.0023644631802136533
Darmanis,Isomap,Random Projection,Normal,2.0,HC,MI,2,-0.00013476179693519484
Darmanis,Isomap,Random Projection,Normal,2.0,HC,MI,5,0.01581361784816636
Darmanis,Isomap,Random Projection,Normal,2.0,HC,MI,10,-0.00021082223687564228
Darmanis,Isomap,Random Projection,Normal,2.0,HC,Fowlkes Mallows,2,0.2607840550826745
Darmanis,Isomap,Random Projection,Normal,2.0,HC,Fowlkes Mallows,5,0.3058271871225177
Darmanis,Isomap,Random Projection,Normal,2.0,HC,Fowlkes Mallows,10,0.3054117705320973
Darmanis,Isomap,Random Projection,Normal,2.0,HC,V Measure,2,0.009033411112616577
Darmanis,Isomap,Random Projection,Normal,2.0,HC,V Measure,5,0.02536612393686696
Darmanis,Isomap,Random Projection,Normal,2.0,HC,V Measure,10,0.009762754551144472
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,ARI,2,0.2711023315485454
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,ARI,5,0.3568428064271418
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,ARI,10,0.1457677132192309
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,MI,2,0.3100195065445015
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,MI,5,0.4216039113434639
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,MI,10,0.2181055933983108
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,Fowlkes Mallows,2,0.5149560645379571
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,Fowlkes Mallows,5,0.604351277471202
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,Fowlkes Mallows,10,0.5089018035292879
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,V Measure,2,0.3171534820124948
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,V Measure,5,0.42812181102875735
Darmanis,Isomap,Spectral (NN),Laplace,0.0,K-Means,V Measure,10,0.22750300938682885
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,ARI,2,0.4026912242804897
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,ARI,5,0.22661628603789374
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,ARI,10,0.1935334205164094
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,MI,2,0.3857294408280118
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,MI,5,0.3362671470712658
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,MI,10,0.3254133942720949
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,Fowlkes Mallows,2,0.5957288223402964
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,Fowlkes Mallows,5,0.5159773810097233
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,Fowlkes Mallows,10,0.5028051607612439
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,V Measure,2,0.3920594150116116
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,V Measure,5,0.34346777774882103
Darmanis,Isomap,Spectral (NN),Laplace,0.0,HC,V Measure,10,0.33287994486719225
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,ARI,2,-0.004579825378424949
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,ARI,5,-0.0032014570399259887
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,ARI,10,0.011732319894534058
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,MI,2,-0.0033402822712447875
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,MI,5,0.0021344217250924267
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,MI,10,0.0020648286546297943
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,Fowlkes Mallows,2,0.27067676762785564
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,Fowlkes Mallows,5,0.2779390240011357
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,Fowlkes Mallows,10,0.334686281454176
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,V Measure,2,0.006066219398214071
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,V Measure,5,0.011545593783547695
Darmanis,Isomap,Spectral (NN),Laplace,0.5,K-Means,V Measure,10,0.012212324680478885
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,ARI,2,-0.00658881954080321
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,ARI,5,-0.009715674459274926
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,ARI,10,-0.012933184509912314
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,MI,2,0.004318244094391414
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,MI,5,0.0013588516867033453
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,MI,10,-0.008248874977473192
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,Fowlkes Mallows,2,0.3204112993574815
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,Fowlkes Mallows,5,0.3083256932296071
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,Fowlkes Mallows,10,0.34642523476837195
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,V Measure,2,0.014343442946001015
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,V Measure,5,0.011349963456841932
Darmanis,Isomap,Spectral (NN),Laplace,0.5,HC,V Measure,10,0.002713320203154628
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,ARI,2,0.21560677320578006
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,ARI,5,0.32195003884355616
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,ARI,10,0.251742209964508
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,MI,2,0.34041951835497136
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,MI,5,0.4211171644054005
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,MI,10,0.3211076183663273
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,Fowlkes Mallows,2,0.4579499790298809
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,Fowlkes Mallows,5,0.5670139099349198
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,Fowlkes Mallows,10,0.5183339359020753
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,V Measure,2,0.3469793485022201
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,V Measure,5,0.4274060330946761
Darmanis,Isomap,Spectral (NN),Laplace,1.0,K-Means,V Measure,10,0.3283949418776949
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,ARI,2,0.14594222066406767
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,ARI,5,0.34568400559089746
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,ARI,10,0.21357112564996686
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,MI,2,0.2821321139547992
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,MI,5,0.4325406024077218
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,MI,10,0.30421865052600483
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,Fowlkes Mallows,2,0.4181170974406473
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,Fowlkes Mallows,5,0.5887457095655501
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,Fowlkes Mallows,10,0.5802150543608411
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,V Measure,2,0.2894357800103128
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,V Measure,5,0.4387810807224805
Darmanis,Isomap,Spectral (NN),Laplace,1.0,HC,V Measure,10,0.3132661969806726
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,ARI,2,0.24702436749973974
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,ARI,5,0.3307629774520054
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,ARI,10,0.20421822489630104
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,MI,2,0.29696073665769823
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,MI,5,0.3590907101004848
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,MI,10,0.2658953333920591
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,2,0.4523501209867283
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,5,0.5615964709403537
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,10,0.4626767990188658
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,V Measure,2,0.30352996876644706
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,V Measure,5,0.3657867680324401
Darmanis,Isomap,Spectral (NN),Laplace,2.0,K-Means,V Measure,10,0.2734823137961607
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,ARI,2,0.15064293840352838
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,ARI,5,0.3031592124308737
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,ARI,10,0.23053323514868795
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,MI,2,0.2253275899440176
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,MI,5,0.3417879672295264
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,MI,10,0.2641468053889462
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,2,0.4008832097334283
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,5,0.5717116029196548
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,10,0.5831280643238033
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,V Measure,2,0.23284872358071595
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,V Measure,5,0.3494059948467088
Darmanis,Isomap,Spectral (NN),Laplace,2.0,HC,V Measure,10,0.2736418004211913
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,ARI,2,0.2705817654464528
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,ARI,5,0.36206533373038574
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,ARI,10,0.34572215498466835
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,MI,2,0.31345043080691576
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,MI,5,0.4245205455768388
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,MI,10,0.3923594515928297
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,2,0.514843057650149
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,5,0.6043177896031197
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,10,0.6093319296995775
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,V Measure,2,0.3205574554518561
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,V Measure,5,0.4309453660019531
Darmanis,Isomap,Spectral (NN),Normal,0.0,K-Means,V Measure,10,0.39946489254368217
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,ARI,2,0.4026912242804897
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,ARI,5,0.22661628603789374
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,ARI,10,0.1935334205164094
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,MI,2,0.3857294408280118
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,MI,5,0.3362671470712658
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,MI,10,0.3254133942720949
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,2,0.5957288223402964
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,5,0.5159773810097233
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,10,0.5028051607612439
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,V Measure,2,0.3920594150116116
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,V Measure,5,0.34346777774882103
Darmanis,Isomap,Spectral (NN),Normal,0.0,HC,V Measure,10,0.33287994486719225
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,ARI,2,0.00035441120425175056
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,ARI,5,-0.0035488967437763866
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,ARI,10,0.002009846222418512
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,MI,2,8.510035372652749e-06
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,MI,5,-0.0012213034356867505
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,MI,10,0.0020607077026774433
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,2,0.27378164882870937
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,5,0.2616354282093649
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,10,0.25658947222658474
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,V Measure,2,0.009368093460856977
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,V Measure,5,0.007986391245105973
Darmanis,Isomap,Spectral (NN),Normal,0.5,K-Means,V Measure,10,0.011119387587377046
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,ARI,2,6.422601288369368e-05
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,ARI,5,-0.004099263582295336
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,ARI,10,0.01379952537297868
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,MI,2,0.005917476622373018
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,MI,5,-0.0074812224446269065
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,MI,10,-0.0012660853561003483
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,2,0.2877045128610232
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,5,0.29341261146105624
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,10,0.3596623021800489
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,V Measure,2,0.01549860087006713
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,V Measure,5,0.0022410016383773066
Darmanis,Isomap,Spectral (NN),Normal,0.5,HC,V Measure,10,0.009435167753177086
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,ARI,2,0.29805934462764744
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,ARI,5,0.3297684263361569
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,ARI,10,0.3017418061556958
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,MI,2,0.3468573071559374
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,MI,5,0.4153100106973211
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,MI,10,0.4323323611779149
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,2,0.5172471948271277
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,5,0.5830333175513931
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,10,0.5756949364966919
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,V Measure,2,0.35340172261430425
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,V Measure,5,0.4217919591572243
Darmanis,Isomap,Spectral (NN),Normal,1.0,K-Means,V Measure,10,0.4387724976900535
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,ARI,2,0.2997379853340187
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,ARI,5,0.33330109361181104
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,ARI,10,0.3507225326333189
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,MI,2,0.3506828631480832
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,MI,5,0.4209172130354569
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,MI,10,0.47019004796465796
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,2,0.5333476167741745
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,5,0.5840669192466537
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,10,0.6183162798427102
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,V Measure,2,0.357385559906056
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,V Measure,5,0.4273380333649671
Darmanis,Isomap,Spectral (NN),Normal,1.0,HC,V Measure,10,0.4763829741692299
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,ARI,2,0.17507216480529514
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,ARI,5,0.3244427705904633
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,ARI,10,0.18694414238654306
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,MI,2,0.2710928303510941
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,MI,5,0.4198324276193094
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,MI,10,0.3180490282069233
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,2,0.42239784222910826
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,5,0.5875915466362523
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,10,0.4984080022258024
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,V Measure,2,0.2782070438021108
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,V Measure,5,0.42639169730430015
Darmanis,Isomap,Spectral (NN),Normal,2.0,K-Means,V Measure,10,0.3257874617409
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,ARI,2,0.17986287569849035
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,ARI,5,0.3607654414458065
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,ARI,10,0.2705293453332416
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,MI,2,0.25825788520147563
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,MI,5,0.4086611404931425
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,MI,10,0.3868687117444878
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,2,0.4390589553361247
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,5,0.6237307411470704
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,10,0.5803058704307579
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,V Measure,2,0.26568184039342224
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,V Measure,5,0.4155190760040596
Darmanis,Isomap,Spectral (NN),Normal,2.0,HC,V Measure,10,0.3942601918712417
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,ARI,2,0.4183083166145477
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,ARI,5,0.43540975508290003
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,ARI,10,0.08171734991039248
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,MI,2,0.5096163871813921
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,MI,5,0.5017448031083783
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,MI,10,0.17593050321773324
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,2,0.5935313899804651
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,5,0.6528705120955807
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,10,0.5562289580573017
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,V Measure,2,0.514394453539561
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,V Measure,5,0.5073508337490228
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,K-Means,V Measure,10,0.18824843479986936
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,ARI,2,0.7113590642743239
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,ARI,5,0.3184723850569794
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,ARI,10,0.031345751780409346
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,MI,2,0.7045476160762593
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,MI,5,0.4614158038258344
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,MI,10,0.059654926787149176
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,2,0.8024333280707241
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,5,0.5428848129411153
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,10,0.5569724027423538
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,V Measure,2,0.7075654455952209
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,V Measure,5,0.4669127848034146
Darmanis,Isomap,Spectral (RBF),Laplace,0.0,HC,V Measure,10,0.07539165419048176
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,ARI,2,0.004746782861728261
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,ARI,5,-0.0012789441417193842
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,ARI,10,-6.588376326830044e-05
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,MI,2,0.005399554336043082
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,MI,5,0.002480762165085879
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,MI,10,0.003806510035716974
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,2,0.2594491392505033
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,5,0.2777189244929866
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,10,0.3132433438993019
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,V Measure,2,0.014442635855470832
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,V Measure,5,0.011867891145934973
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,K-Means,V Measure,10,0.01371887477547379
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,ARI,2,-0.0011916615194423
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,ARI,5,-0.0071826666209600645
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,ARI,10,0.02332620921449164
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,MI,2,-0.003168935925797081
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,MI,5,0.001901243291457934
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,MI,10,0.001066040879180583
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,2,0.2626141840422901
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,5,0.29463764254603275
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,10,0.3821062072961192
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,V Measure,2,0.0060455867125937535
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,V Measure,5,0.011610222344132585
Darmanis,Isomap,Spectral (RBF),Laplace,0.5,HC,V Measure,10,0.011986614842117308
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,ARI,2,0.4014709508684974
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,ARI,5,0.5934315168733697
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,ARI,10,0.2385158913777889
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,MI,2,0.5266281732224325
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,MI,5,0.6204975220952842
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,MI,10,0.4033282074861707
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,2,0.5792515318251337
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,5,0.7249908617246245
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,10,0.6201550666160968
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,V Measure,2,0.5312155889703996
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,V Measure,5,0.6244109736040375
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,K-Means,V Measure,10,0.4114030970620851
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,ARI,2,0.4611597327085689
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,ARI,5,0.7345176034860241
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,ARI,10,0.26376883593381345
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,MI,2,0.5589056528023821
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,MI,5,0.7296683983599404
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,MI,10,0.41328925167296093
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,2,0.619271747997381
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,5,0.8269799850864444
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,10,0.6656622037845789
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,V Measure,2,0.5631871127283227
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,V Measure,5,0.7325529765081354
Darmanis,Isomap,Spectral (RBF),Laplace,1.0,HC,V Measure,10,0.4219711965311303
Darmanis,Isomap,Spectral (RBF),Laplace,2.0,K-Means,ARI,2,0.4134377283832396
Darmanis,Isomap,Spectral (RBF),Laplace,2.0,K-Means,ARI,5,0.6776681519848723
Darmanis,Isomap,Spectral (RBF),Laplace,2.0,K-Means,ARI,10,0.5200829419355676
Darmanis,Isomap,Spectral (RBF),Laplace,2.0,K-Means,MI,2,0.472510890807749
Darmanis,Isomap,Spectral (RBF),Laplace,2.0,K-Means,MI,5,0.6067561130686963
